gratis 	 adverb 	 free 	 gratis, free
essere 	 verb 	 s:it:Divina Commedia/Purgatorio/Canto XVI 	 * indent=|author=|last=Alighieri|first=Dante|authorlink=Dante Alighieri|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=XVI|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Divina Commedia|trans-title=Divine Commedy|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=allegorical-didactic poem|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1316 , 1321 |year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=Purgatorio |volume_plain=|issue=|section=|sectionurl=|line=97|lines=|page=|pages=|pageurl=|column=|columns=|columnurl=|others=|text=Le leggi  son, ma chi pon mano ad esse?|passage=|lang=|brackets=|t=The laws exist, but who put its hand on them?|translation=|lit=The laws are , but who put its hand on them?|tr=|transliteration=|subst=
essere 	 verb 	 s:it:Divina Commedia/Purgatorio 	 * indent=|author=|last=Alighieri|first=Dante|authorlink=Dante Alighieri|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=XVI|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Divina Commedia|trans-title=Divine Commedy|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=allegorical-didactic poem|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1316 , 1321 |year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=Purgatorio |volume_plain=|issue=|section=|sectionurl=|line=97|lines=|page=|pages=|pageurl=|column=|columns=|columnurl=|others=|text=Le leggi  son, ma chi pon mano ad esse?|passage=|lang=|brackets=|t=The laws exist, but who put its hand on them?|translation=|lit=The laws are , but who put its hand on them?|tr=|transliteration=|subst=
essere 	 verb 	 s:it:I promessi sposi /Capitolo II 	 * indent=|author=|last=Manzoni|first=Alessandro|authorlink=Alessandro Manzoni|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=II|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=I Promessi Sposi|trans-title=The betrothed spouses|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=3rd: la Quarantana |genre=novel, historical fiction|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1840|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=34|pages=|pageurl=|column=|columns=|columnurl=|others=|text= “E poi c’è degli imbrogli” / “Degl’imbrogli? Che imbrogli ci può essere?” |passage=|lang=|brackets=|t= “And then there are some entanglements” / “Some entanglements? What entanglements may exist?” |translation=|lit= “And then there is some cheats” / “Some cheats? What cheats may there be?” |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Pagina:I promessi sposi .djvu/40 	 * indent=|author=|last=Manzoni|first=Alessandro|authorlink=Alessandro Manzoni|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=II|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=I Promessi Sposi|trans-title=The betrothed spouses|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=3rd: la Quarantana |genre=novel, historical fiction|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1840|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=34|pages=|pageurl=|column=|columns=|columnurl=|others=|text= “E poi c’è degli imbrogli” / “Degl’imbrogli? Che imbrogli ci può essere?” |passage=|lang=|brackets=|t= “And then there are some entanglements” / “Some entanglements? What entanglements may exist?” |translation=|lit= “And then there is some cheats” / “Some cheats? What cheats may there be?” |tr=|transliteration=|subst=
essere 	 verb 	 be 	 to be
essere 	 verb 	 s:it:Pagina:Leopardi, Giacomo – Operette morali, 1928 – BEIC 1857808.djvu/72 	 * indent=|author=|last=Leopardi|first=Giacomo|authorlink=Giacomo Leopardi|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=Dialogo di un fisico e di un metafisico|chapterurl=|trans-chapter=Dialogue of a physicist and a metaphysician|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Operette morali|trans-title=Moral operettas|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=collection of phylosophical novellas and dialogues|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=14–19 May 1835|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=66|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Ma se tu vuoi, prolungando la vita, giovare agli uomini veramente; trova un’arte per la quale sieno moltiplicate di numero e di gagliardia le sensazioni e le azioni loro. |passage=|lang=|brackets=|t= But if you want, prolonging life, to benefit men; find an art in which their sensations and actions are multiplied by number and vigor. |translation=|lit= But if you want, prolonging life, to benefit men; find an art in which are multiplied by number and vigor, sensations and actions of them. |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Operette morali /Dialogo di un Fisico e di un Metafisico 	 * indent=|author=|last=Leopardi|first=Giacomo|authorlink=Giacomo Leopardi|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=Dialogo di un fisico e di un metafisico|chapterurl=|trans-chapter=Dialogue of a physicist and a metaphysician|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Operette morali|trans-title=Moral operettas|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=collection of phylosophical novellas and dialogues|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=14–19 May 1835|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=66|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Ma se tu vuoi, prolungando la vita, giovare agli uomini veramente; trova un’arte per la quale sieno moltiplicate di numero e di gagliardia le sensazioni e le azioni loro. |passage=|lang=|brackets=|t= But if you want, prolonging life, to benefit men; find an art in which their sensations and actions are multiplied by number and vigor. |translation=|lit= But if you want, prolonging life, to benefit men; find an art in which are multiplied by number and vigor, sensations and actions of them. |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Operette morali/Dialogo di un fisico e di un metafisico 	 * indent=|author=|last=Leopardi|first=Giacomo|authorlink=Giacomo Leopardi|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=Dialogo di un fisico e di un metafisico|chapterurl=|trans-chapter=Dialogue of a physicist and a metaphysician|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Operette morali|trans-title=Moral operettas|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=collection of phylosophical novellas and dialogues|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=14–19 May 1835|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=66|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Ma se tu vuoi, prolungando la vita, giovare agli uomini veramente; trova un’arte per la quale sieno moltiplicate di numero e di gagliardia le sensazioni e le azioni loro. |passage=|lang=|brackets=|t= But if you want, prolonging life, to benefit men; find an art in which their sensations and actions are multiplied by number and vigor. |translation=|lit= But if you want, prolonging life, to benefit men; find an art in which are multiplied by number and vigor, sensations and actions of them. |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Pagina:I promessi sposi .djvu/257 	 * indent=|author=|last=Manzoni|first=Alessandro|authorlink=Alessandro Manzoni|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=XII|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=I Promessi Sposi|trans-title=The bethroted spouses|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=3rd: la Quarantana |genre=novel, historical fiction|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1840|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=251|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Spesso, in simili circostanze, l’annunzio d’una cosa la fa essere . |passage=|lang=|brackets=|t= Often, in similar circumstances, the announcement of a thing makes it present. |translation=|lit= Often, in similar circumstances, the announcement of a thing makes it to be . |tr=|transliteration=|subst=
essere 	 verb 	 s:it:I promessi sposi /Capitolo XII 	 * indent=|author=|last=Manzoni|first=Alessandro|authorlink=Alessandro Manzoni|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=XII|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=I Promessi Sposi|trans-title=The bethroted spouses|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=3rd: la Quarantana |genre=novel, historical fiction|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1840|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=|sectionurl=|line=|lines=|page=251|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Spesso, in simili circostanze, l’annunzio d’una cosa la fa essere . |passage=|lang=|brackets=|t= Often, in similar circumstances, the announcement of a thing makes it present. |translation=|lit= Often, in similar circumstances, the announcement of a thing makes it to be . |tr=|transliteration=|subst=
essere 	 verb 	 be 	 to be true
essere 	 verb 	 true 	 to be true
essere 	 verb 	 be 	 to be
essere 	 verb 	 be 	 to be
essere 	 verb 	 be 	 to be
essere 	 verb 	 exist 	 to exist
essere 	 verb 	 s:it:Divina Commedia/Inferno/Canto III 	 * indent=|author=|last=Alighieri|first=Dante|authorlink=Dante Alighieri|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=Virgilio |quoted_in=|chapter=III|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Divina Commedia|trans-title=Divine Commedy|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=allegorical-didactic poem, lyric poetry|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1314 , 1321 |year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=Inferno |volume_plain=|issue=|section=|sectionurl=|line=|lines=49-51|page=|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Fama di loro il mondo esser non lassa; / misericordia e giustizia li sdegna: / non ragioniam di lor, ma guarda e passa.” |passage=|lang=|brackets=|t= Fame of them the world does not let exist; / mercy and justice disdains them: / do not reason about them, but look and pass.” |translation=|lit= Fame of them the world does not allow to be; / mercy and justice disdains them: / do not reason about them, but look and pass.” |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Divina_Commedia/Inferno 	 * indent=|author=|last=Alighieri|first=Dante|authorlink=Dante Alighieri|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=Virgilio |quoted_in=|chapter=III|chapterurl=|trans-chapter=|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Divina Commedia|trans-title=Divine Commedy|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=allegorical-didactic poem, lyric poetry|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1314 , 1321 |year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=Inferno |volume_plain=|issue=|section=|sectionurl=|line=|lines=49-51|page=|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Fama di loro il mondo esser non lassa; / misericordia e giustizia li sdegna: / non ragioniam di lor, ma guarda e passa.” |passage=|lang=|brackets=|t= Fame of them the world does not let exist; / mercy and justice disdains them: / do not reason about them, but look and pass.” |translation=|lit= Fame of them the world does not allow to be; / mercy and justice disdains them: / do not reason about them, but look and pass.” |tr=|transliteration=|subst=
essere 	 verb 	 lay 	 to be, to consist, to stay, to lay
essere 	 verb 	 consist 	 to be, to consist, to stay, to lay
essere 	 verb 	 be 	 to be, to consist, to stay, to lay
essere 	 verb 	 stay 	 to be, to consist, to stay, to lay
essere 	 verb 	 live 	 to live
essere 	 verb 	 s:it:Decameron/Giornata quinta 	 * indent=|author=|last=Boccaccio|first=Giovanni|authorlink=Giovanni Boccaccio|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=Giornata quinta|chapterurl=|trans-chapter=Fifth day|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Decameron or Decamerone|trans-title=The Decameron|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=collection of Novellas|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1350–1353|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=Novella nona |sectionurl=|line=|lines=|page=395|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Dovete adunque sapere che Coppo di Borghese Domenichi, il quale fu nella nostra cittá, e forse è ancora, uomo di grande e di reverenda autoritá ne’ di nostri, |passage=|lang=|brackets=|t= You must therefore know that Coppo di Borghese Domenichi, who lived in our city, and maybe still lives there, was, and maybe still is, a man of great and reverend authority in our days |translation=|lit= You must therefore know that Coppo di Borghese Domenichi, who was in our city, and maybe still is, a man of great and reverend authority in of our |tr=|transliteration=|subst=
essere 	 verb 	 s:it:Decameron/Giornata quinta/Novella nona 	 * indent=|author=|last=Boccaccio|first=Giovanni|authorlink=Giovanni Boccaccio|author2=|last2=|first2=|authorlink2=|author3=|last3=|first3=|authorlink3=|author4=|last4=|first4=|authorlink4=|author5=|last5=|first5=|authorlink5=|coauthors=|quotee=|quoted_in=|chapter=Giornata quinta|chapterurl=|trans-chapter=Fifth day|entry=|entryurl=|trans-entry=|mainauthor=|translator=|translators=|editor=|editors=|title=Decameron or Decamerone|trans-title=The Decameron|series=|seriesvolume=|url=|archiveurl=|archivedate=|edition=|genre=collection of Novellas|format=|worklang=|type=|original=|by=|origdate=|origmonth=|origyear=|location=|publisher=|month=|year=1350–1353|year_published=|date=|nodate=|accessdate=|accessmonth=|accessyear=|doi=|isbn=|issn=|jstor=|lccn=|oclc=|ol=|id=|volume=|volume_plain=|issue=|section=Novella nona |sectionurl=|line=|lines=|page=395|pages=|pageurl=|column=|columns=|columnurl=|others=|text= Dovete adunque sapere che Coppo di Borghese Domenichi, il quale fu nella nostra cittá, e forse è ancora, uomo di grande e di reverenda autoritá ne’ di nostri, |passage=|lang=|brackets=|t= You must therefore know that Coppo di Borghese Domenichi, who lived in our city, and maybe still lives there, was, and maybe still is, a man of great and reverend authority in our days |translation=|lit= You must therefore know that Coppo di Borghese Domenichi, who was in our city, and maybe still is, a man of great and reverend authority in of our |tr=|transliteration=|subst=
