犬 	 noun 	 canine 	 dog; canine
水 	 noun 	 sumo 	 tr=chikara mizu|dot=: water offered to sumo wrestlers before a bout
水 	 noun 	 five 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 medicine 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 philosophy 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 classical 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 elements 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 water 	 water: one of the five classical elements in traditional Chinese philosophy and medicine
水 	 noun 	 Wednesday 	 tr=suiyōbi|dot=:|sort=すい Wednesday
水 	 noun 	 syrup 	 shaved ice served with flavored syrup
水 	 noun 	 serve 	 shaved ice served with flavored syrup
水 	 noun 	 flavor 	 shaved ice served with flavored syrup
水 	 noun 	 ice 	 shaved ice served with flavored syrup
水 	 noun 	 shave 	 shaved ice served with flavored syrup
水 	 noun 	 drinking water 	 drinking water
蛇 	 noun 	 serpent 	 a snake, serpent
蛇 	 noun 	 snake 	 a snake, serpent
蛇 	 noun 	 person 	 a snake treacherous person
蛇 	 noun 	 treacherous 	 a snake treacherous person
蛇 	 noun 	 snake 	 a snake treacherous person
蛇 	 noun 	 serpent 	 a snake, serpent
蛇 	 noun 	 snake 	 a snake, serpent
蛇 	 noun 	 serpent 	 a snake, serpent
蛇 	 noun 	 snake 	 a snake, serpent
蛇 	 noun 	 serpent 	 a snake, serpent
蛇 	 noun 	 snake 	 a snake, serpent
蛇 	 noun 	 heavy 	 tr=janosuke|dot=:||sort=しや' a heavy drinker
蛇 	 noun 	 drinker 	 tr=janosuke|dot=:||sort=しや' a heavy drinker
花園 	 noun 	 flower 	 flower garden
花園 	 noun 	 garden 	 flower garden
米 	 noun 	 rice 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 Asian 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 grain 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 plant 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 husk 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 Oryza sativa 	 rice husked grains of the Asian rice plant, Oryza sativa, one of the five grains
米 	 noun 	 Asian 	 the Asian rice plant, Oryza sativa
米 	 noun 	 plant 	 the Asian rice plant, Oryza sativa
米 	 noun 	 Oryza sativa 	 the Asian rice plant, Oryza sativa
米 	 noun 	 rice 	 the Asian rice plant, Oryza sativa
米 	 noun 	 husk 	 rice husked grains of the Asian rice plant, Oryza sativa
米 	 noun 	 grain 	 rice husked grains of the Asian rice plant, Oryza sativa
米 	 noun 	 rice 	 rice husked grains of the Asian rice plant, Oryza sativa
米 	 noun 	 old 	 an eighty-eight-year-old
米 	 noun 	 eighty-eight 	 an eighty-eight-year-old
米 	 noun 	 year 	 an eighty-eight-year-old
米 	 noun 	 husk 	 rice husked grains of the rice plant
米 	 noun 	 grain 	 rice husked grains of the rice plant
米 	 noun 	 plant 	 rice husked grains of the rice plant
米 	 noun 	 rice 	 rice husked grains of the rice plant
米 	 noun 	 SI 	 tr=mētoru|nodot=1|sort=めーとる: meter, metre SI unit of length
米 	 noun 	 length 	 tr=mētoru|nodot=1|sort=めーとる: meter, metre SI unit of length
米 	 noun 	 unit 	 tr=mētoru|nodot=1|sort=めーとる: meter, metre SI unit of length
米 	 noun 	 metre 	 tr=mētoru|nodot=1|sort=めーとる: meter, metre SI unit of length
米 	 noun 	 meter 	 tr=mētoru|nodot=1|sort=めーとる: meter, metre SI unit of length
米 	 noun 	 implement 	 tr=mētā|nodot=1: a device or implement used for measurement
米 	 noun 	 device 	 tr=mētā|nodot=1: a device or implement used for measurement
米 	 noun 	 measurement 	 tr=mētā|nodot=1: a device or implement used for measurement
大豆 	 noun 	 soybean 	 soybean, soya
大豆 	 noun 	 soya 	 soybean, soya
零 	 noun 	 zero 	 zero
零 	 numeral 	 zero 	 zero
零 	 noun 	 spill 	 a spill implying intent or fault by someone
零 	 noun 	 grumbling 	 grumbling as when one's emotions overflow
零 	 noun 	 spill 	 a spill implying a natural or unintended event
零 	 noun 	 remainder 	 remainder, leftover
零 	 noun 	 leftover 	 remainder, leftover
零 	 noun 	 zero 	 zero
零 	 numeral 	 zero 	 zero
漢 	 noun 	 man 	 man
漢 	 noun 	 land 	 shortly before and during the Edo period, foreign lands in general
漢 	 noun 	 foreign 	 shortly before and during the Edo period, foreign lands in general
漢 	 noun 	 man 	 sort=おとこ|男||man
氷 	 noun 	 ice 	 ice frozen water
氷 	 noun 	 water 	 ice frozen water
氷 	 noun 	 shard 	 a cold and sharp object, as a shard of ice
氷 	 noun 	 object 	 a cold and sharp object, as a shard of ice
氷 	 noun 	 cold 	 a cold and sharp object, as a shard of ice
氷 	 noun 	 sharp 	 a cold and sharp object, as a shard of ice
氷 	 noun 	 fill 	 tr=kōrimizu|nodot=1: ice water; water filled with ice
氷 	 noun 	 ice water 	 tr=kōrimizu|nodot=1: ice water; water filled with ice
氷 	 noun 	 white 	 tr=kōrigasane|nodot=1: layered clothing with the front shining white and plain white at the back
氷 	 noun 	 shining 	 tr=kōrigasane|nodot=1: layered clothing with the front shining white and plain white at the back
氷 	 noun 	 plain 	 tr=kōrigasane|nodot=1: layered clothing with the front shining white and plain white at the back
氷 	 noun 	 layer 	 tr=kōrigasane|nodot=1: layered clothing with the front shining white and plain white at the back
氷 	 noun 	 clothing 	 tr=kōrigasane|nodot=1: layered clothing with the front shining white and plain white at the back
氷 	 noun 	 ice 	 ice frozen water
氷 	 noun 	 water 	 ice frozen water
氷 	 noun 	 precipitate 	 hail precipitated ice
氷 	 noun 	 hail 	 hail precipitated ice
エイト 	 noun 	 eight 	 eight
あく 	 noun 	 scum 	 lye, scum
あく 	 noun 	 lye 	 lye, scum
あく 	 verb 	 burst 	 開く open, burst
あく 	 verb 	 open 	 開く open, burst
あく 	 verb 	 vacant 	 空く vacant, empty
あく 	 verb 	 empty 	 空く vacant, empty
あく 	 verb 	 open 	 明く open, available, free
あく 	 verb 	 free 	 明く open, available, free
あく 	 verb 	 available 	 明く open, available, free
あく 	 verb 	 tireVerb 	 倦く tire of
悪 	 noun 	 wickedness 	 evil, wickedness
悪 	 noun 	 evil 	 evil, wickedness
悪 	 noun 	 wickedness 	 evil, wickedness
悪 	 noun 	 evil 	 evil, wickedness
説 	 noun 	 theory 	 theory
説 	 noun 	 否%定 	 と いう 説 を 否%定 する|... と いう せつ を ひ%てい する|reject the theory that
ま 	 noun 	 space 	 間 space; room
ま 	 noun 	 room 	 間 space; room
ま 	 noun 	 eye 	 目 tr=me|t=eye
ま 	 noun 	 reality 	 from 712 真 the truth, reality, genuineness
ま 	 noun 	 genuineness 	 from 712 真 the truth, reality, genuineness
ま 	 noun 	 truth 	 from 712 真 the truth, reality, genuineness
城 	 noun 	 castle 	 castle
城 	 noun 	 castle 	 castle
城 	 noun 	 w:Omoro Sōshi 	 * 1531-1623: Omoro Sōshi
城 	 noun 	 fortress 	 a structure surrounded by a moat or walls: a fortress, castle
城 	 noun 	 castle 	 a structure surrounded by a moat or walls: a fortress, castle
城 	 noun 	 fortress 	 a castle, a fortress
城 	 noun 	 castle 	 a castle, a fortress
城 	 noun 	 fortress 	 a castle, a fortress
城 	 noun 	 castle 	 a castle, a fortress
城 	 noun 	 palace 	 みや: palace
城 	 noun 	 hall 	 との: palace, hall
城 	 noun 	 palace 	 との: palace, hall
城 	 noun 	 palace 	 きゅう%でん: palace
城 	 noun 	 castle 	 じょう%かく: castle
城 	 noun 	 fortress 	 とりで: fortress
ぼく 	 pronoun 	 he 	 僕 you; he; she
ぼく 	 pronoun 	 you 	 僕 you; he; she
ぼく 	 pronoun 	 she 	 僕 you; he; she
ぼく 	 noun 	 manservant 	 僕 manservant
ぼく 	 noun 	 wood 	 木 tree, wood
ぼく 	 noun 	 tree 	 木 tree, wood
僕 	 noun 	 servant 	 manservant, servant
僕 	 noun 	 manservant 	 manservant, servant
僕 	 pronoun 	 me 	 me
僕 	 pronoun 	 he 	 you, he, she only used in reference to a person who uses this term to refer to themselves, or is one who is assumed to use it, such as a young boy
僕 	 pronoun 	 you 	 you, he, she only used in reference to a person who uses this term to refer to themselves, or is one who is assumed to use it, such as a young boy
僕 	 pronoun 	 she 	 you, he, she only used in reference to a person who uses this term to refer to themselves, or is one who is assumed to use it, such as a young boy
僕 	 noun 	 servant 	 manservant, servant
僕 	 noun 	 manservant 	 manservant, servant
僕 	 noun 	 social status 	 a man of low social status
僕 	 noun 	 man 	 a man of low social status
僕 	 noun 	 civil servant 	 a low-ranking civil servant
くん 	 interjection 	 sniff 	 Representing a sniffing sound
君 	 noun 	 country 	 a ruler of a country
君 	 noun 	 ruler 	 a ruler of a country
君 	 noun 	 emperor 	 an emperor
君 	 noun 	 lord 	 a lord
君 	 noun 	 master 	 a master
君 	 noun 	 person 	 a nobleman or other person of high rank
君 	 noun 	 high 	 a nobleman or other person of high rank
君 	 noun 	 rank 	 a nobleman or other person of high rank
君 	 noun 	 nobleman 	 a nobleman or other person of high rank
君 	 noun 	 person 	 term of respect to another person
君 	 noun 	 respect 	 term of respect to another person
君 	 noun 	 prostitute 	 a prostitute
君 	 noun 	 local 	 one of the hereditary titles bestowed to local chiefs in ancient Japan
君 	 noun 	 title 	 one of the hereditary titles bestowed to local chiefs in ancient Japan
君 	 noun 	 chief 	 one of the hereditary titles bestowed to local chiefs in ancient Japan
君 	 noun 	 hereditary 	 one of the hereditary titles bestowed to local chiefs in ancient Japan
君 	 noun 	 bestow 	 one of the hereditary titles bestowed to local chiefs in ancient Japan
君 	 pronoun 	 you 	 second-person personal pronoun: you
君 	 pronoun 	 you 	 second person personal pronoun: you
姫 	 noun 	 rank 	 the daughter of a high-ranking person
姫 	 noun 	 daughter 	 the daughter of a high-ranking person
姫 	 noun 	 high 	 the daughter of a high-ranking person
姫 	 noun 	 noblewoman 	 a noblewoman
姫 	 noun 	 princess 	 a princess
姫 	 noun 	 woman 	 a woman
姫 	 noun 	 prostitute 	 in the Kyōto and Osaka areas, a prostitute
姫 	 noun 	 rice 	 tr=himenori|nodot=1|sort=ひめ: a kind of starch glue made from boiled-down rice
姫 	 noun 	 boil 	 tr=himenori|nodot=1|sort=ひめ: a kind of starch glue made from boiled-down rice
姫 	 noun 	 starch 	 tr=himenori|nodot=1|sort=ひめ: a kind of starch glue made from boiled-down rice
姫 	 noun 	 glue 	 tr=himenori|nodot=1|sort=ひめ: a kind of starch glue made from boiled-down rice
今 	 adverb 	 now 	 now
今 	 adverb 	 just now 	 just now
今 	 adverb 	 soon 	 soon
今 	 noun 	 presentAdjective 	 now; present
今 	 noun 	 now 	 now; present
今 	 noun 	 just now 	 just now
引退 	 noun 	 retirement 	 retirement
引退 	 verb 	 retire 	 to retire
引力 	 noun 	 gravitation 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 magnetism 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 force 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 attractive 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 attraction 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 affinity 	 attractive force, attraction, affinity, magnetism, gravitation
引力 	 noun 	 attractiveness 	 metaphoric attractiveness, allure, magnetism
引力 	 noun 	 magnetism 	 metaphoric attractiveness, allure, magnetism
引力 	 noun 	 allure 	 metaphoric attractiveness, allure, magnetism
引力 	 noun 	 repulsive 	 せきりょく: repulsive force
引力 	 noun 	 force 	 せきりょく: repulsive force
一 	 numeral 	 one 	 cardinal numbers one
一 	 noun 	 one 	 one
一 	 noun 	 order 	 the first in order, foremost
一 	 noun 	 first 	 the first in order, foremost
一 	 noun 	 foremost 	 the first in order, foremost
一 	 noun 	 beginning 	 the beginning
一 	 noun 	 best 	 the best
一 	 noun 	 ace 	 an ace
一 	 noun 	 unity 	 unity
一 	 noun 	 string 	 the bottom string of a shamisen or other Japanese musical instrument
一 	 noun 	 bottom 	 the bottom string of a shamisen or other Japanese musical instrument
一 	 noun 	 shamisen 	 the bottom string of a shamisen or other Japanese musical instrument
一 	 noun 	 musical instrument 	 the bottom string of a shamisen or other Japanese musical instrument
一 	 noun 	 one 	 one
一 	 noun 	 same 	 the same
一 	 numeral 	 one 	 cardinal numbers one
一 	 numeral 	 one 	 one
一 	 numeral 	 one 	 one
一 	 numeral 	 one 	 one
位置 	 noun 	 location 	 location, position
位置 	 noun 	 position 	 location, position
位置 	 verb 	 situated 	 to be located; to be positioned; to be situated
位置 	 verb 	 positioned 	 to be located; to be positioned; to be situated
位置 	 verb 	 located 	 to be located; to be positioned; to be situated
空 	 noun 	 sky 	 the sky
空 	 noun 	 empty 	 something empty
空 	 noun 	 ineffectual 	 ineffectual
空 	 noun 	 false 	 false
空 	 noun 	 empty 	 empty air
空 	 noun 	 air 	 empty air
空 	 noun 	 meaninglessness 	 meaninglessness
空 	 noun 	 emptiness 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 awareness 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 vacuity 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 thusness 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 sunyata 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 openness 	 sunyata: emptiness, vacuity, awareness, openness, thusness
空 	 noun 	 w:Five elements Void_ 	 void: one of the tr=godai|lit=great five and the highest of the five elements
空 	 noun 	 element 	 void: one of the tr=godai|lit=great five and the highest of the five elements
空 	 noun 	 five 	 void: one of the tr=godai|lit=great five and the highest of the five elements
空 	 noun 	 great 	 void: one of the tr=godai|lit=great five and the highest of the five elements
底 	 noun 	 bottom 	 the bottom
底 	 noun 	 logarithm 	 base of a logarithm
底 	 noun 	 base 	 base of a logarithm
送信 	 noun 	 transmission 	 transmission
送信 	 verb 	 transmit 	 to transmit
倉庫 	 noun 	 warehouse 	 warehouse
象牙 	 noun 	 ivory 	 ivory
爽快 	 noun 	 refreshment 	 refreshment
象 	 noun 	 elephant 	 elephant
象 	 noun 	 likeness 	 likeness, appearance
象 	 noun 	 appearance 	 likeness, appearance
象 	 noun 	 elephant 	 elephant
戦 	 noun 	 battle 	 a battle, conflict, fight, war
戦 	 noun 	 fightNoun 	 a battle, conflict, fight, war
戦 	 noun 	 war 	 a battle, conflict, fight, war
戦 	 noun 	 conflict 	 a battle, conflict, fight, war
戦 	 noun 	 battle 	 a battle, conflict, fight, war
戦 	 noun 	 fightNoun 	 a battle, conflict, fight, war
戦 	 noun 	 war 	 a battle, conflict, fight, war
戦 	 noun 	 conflict 	 a battle, conflict, fight, war
戦 	 noun 	 game 	 a game, match
戦 	 noun 	 match 	 a game, match
戦 	 noun 	 competition 	 a competition, contest
戦 	 noun 	 contest 	 a competition, contest
戦 	 noun 	 trembleNoun 	 a shiver, shudder, tremble
