a 	 interjection 	 hah 	 hah!
phở 	 noun 	 noodle 	 pho  noodles, usually served with beef, pork, or chicken
phở 	 noun 	 pho 	 pho  noodles, usually served with beef, pork, or chicken
phở 	 noun 	 beef 	 pho  noodles, usually served with beef, pork, or chicken
phở 	 noun 	 pork 	 pho  noodles, usually served with beef, pork, or chicken
phở 	 noun 	 chicken 	 pho  noodles, usually served with beef, pork, or chicken
phở 	 noun 	 w:vi:Dương Quảng Hàm 	 * origyear=1915–1917|author=Nguyễn Khắc Hiếu |title=Đánh bạc|trans-title=Gambling|journal=Quốc Văn trích diễm|year=1930|editor=Dương Quảng Hàm|edition=4th|page=211|text=Có lẽ đánh bạc không mong được, mà chỉ thức đêm ăn nhục-phở?|translation=Probably shouldn't expect to gamble, but just to stay up at night and eat pho?
phở 	 noun 	 s:vi:Đánh bạc 	 * origyear=1915–1917|author=Nguyễn Khắc Hiếu |title=Đánh bạc|trans-title=Gambling|journal=Quốc Văn trích diễm|year=1930|editor=Dương Quảng Hàm|edition=4th|page=211|text=Có lẽ đánh bạc không mong được, mà chỉ thức đêm ăn nhục-phở?|translation=Probably shouldn't expect to gamble, but just to stay up at night and eat pho?
phở 	 verb 	 clear 	 to clear
phở 	 verb 	 w:San Chay people 	 *:: Many places have a slash-and-burn custom, especially the Muong and Man peoples. They cut down trees in the middle of the forest, then shortly thereafter burn them, using the ashes to plant grains. Doing so is extremely harmful to the forest; sometimes even very wide forests are wiped out due to slash-and-burn
phở 	 verb 	 w:Muong people 	 *:: Many places have a slash-and-burn custom, especially the Muong and Man peoples. They cut down trees in the middle of the forest, then shortly thereafter burn them, using the ashes to plant grains. Doing so is extremely harmful to the forest; sometimes even very wide forests are wiped out due to slash-and-burn
phở 	 verb 	 w:Slash-and-burn 	 *:: Many places have a slash-and-burn custom, especially the Muong and Man peoples. They cut down trees in the middle of the forest, then shortly thereafter burn them, using the ashes to plant grains. Doing so is extremely harmful to the forest; sometimes even very wide forests are wiped out due to slash-and-burn
thành 	 verb 	 turn 	 to achieve one's goal, to become, to turn into
thành 	 verb 	 goal 	 to achieve one's goal, to become, to turn into
thành 	 verb 	 become 	 to achieve one's goal, to become, to turn into
thành 	 verb 	 achieve 	 to achieve one's goal, to become, to turn into
thành 	 adjective 	 successful 	 successful
thành 	 adjective 	 sincere 	 sincere
thành 	 noun 	 citadel 	 citadel
thành 	 noun 	 city 	 city
thánh 	 adjective 	 sacred 	 holy; sacred
thánh 	 adjective 	 holy 	 holy; sacred
thánh 	 adjective 	 naive 	 naive or deluded
thánh 	 adjective 	 deluded 	 naive or deluded
thánh 	 noun 	 sage 	 a sage
thánh 	 noun 	 saint 	 a saint
thánh 	 noun 	 stupidity 	 a person who is considered the pinnacle of stupidity due to their recent actions
thánh 	 noun 	 pinnacle 	 a person who is considered the pinnacle of stupidity due to their recent actions
thánh 	 noun 	 recent 	 a person who is considered the pinnacle of stupidity due to their recent actions
thánh 	 noun 	 action 	 a person who is considered the pinnacle of stupidity due to their recent actions
thánh 	 noun 	 consider 	 a person who is considered the pinnacle of stupidity due to their recent actions
thánh 	 noun 	 person 	 a person who is considered the pinnacle of stupidity due to their recent actions
trang 	 noun 	 page 	 page
từ điển 	 noun 	 dictionary 	 dictionary
tiếng 	 noun 	 voice 	 voice
tiếng 	 noun 	 sound 	 sound
tiếng 	 noun 	 language 	 language
tiếng 	 noun 	 infamy 	 reputation; fame; infamy
tiếng 	 noun 	 fame 	 reputation; fame; infamy
tiếng 	 noun 	 reputation 	 reputation; fame; infamy
tiếng 	 noun 	 syllable 	 syllable
tiếng 	 noun 	 dialect 	 dialect
tiếng 	 noun 	 accent 	 accent
tiếng 	 noun 	 w:Quảng Ngãi Province 	 Thằng cha đó nói tiếng Quảng Ngãi tao không nghe được
tiếng 	 noun 	 thằng cha 	 Thằng cha đó nói tiếng Quảng Ngãi tao không nghe được
tiếng 	 noun 	 hour 	 hour
phi 	 verb 	 gallop 	 to gallop
phi 	 verb 	 flee 	 to flee; to travel very quickly
phi 	 verb 	 travel 	 to flee; to travel very quickly
phi 	 verb 	 lance 	 to lance
phi 	 conjunction 	 if it isn't 	 if it isn't
phi 	 verb 	 stir-fry 	 to stir-fry  before preparing a dish
phi 	 verb 	 water spinach 	 Stir-fry the garlic before adding in water spinach
phi 	 noun 	 species 	 Various species of saltwater clam of the genus Sanguinolaria, such as Sanguinolaria diphos and Sanguinolaria planculata
phi 	 noun 	 Sanguinolaria planculata 	 Various species of saltwater clam of the genus Sanguinolaria, such as Sanguinolaria diphos and Sanguinolaria planculata
phi 	 noun 	 Sanguinolaria diphos 	 Various species of saltwater clam of the genus Sanguinolaria, such as Sanguinolaria diphos and Sanguinolaria planculata
phi 	 noun 	 Sanguinolaria 	 Various species of saltwater clam of the genus Sanguinolaria, such as Sanguinolaria diphos and Sanguinolaria planculata
phi 	 noun 	 clam 	 Various species of saltwater clam of the genus Sanguinolaria, such as Sanguinolaria diphos and Sanguinolaria planculata
phi 	 noun 	 concubine 	 concubines, mistresses, ladies of a monarch
phi 	 noun 	 lady 	 concubines, mistresses, ladies of a monarch
phi 	 noun 	 mistress 	 concubines, mistresses, ladies of a monarch
chi 	 noun 	 genus 	 genus
chi 	 verb 	 spend 	 to spend ; to pay out; to disburse
chi 	 verb 	 pay out 	 to spend ; to pay out; to disburse
chi 	 verb 	 disburse 	 to spend ; to pay out; to disburse
chi 	 noun 	 limb 	 a limb
chi 	 adverb 	 what for 	 what for
nem 	 noun 	 pork 	 fermented pork
nem 	 noun 	 fermented 	 fermented pork
nem 	 noun 	 sausage 	 sausage
bari 	 noun 	 barium 	 barium
kim 	 noun 	 needle 	 a needle
kim 	 noun 	 hand 	 a hand
nghe 	 verb 	 hear 	 to hear
nghe 	 verb 	 listen 	 to listen
nghe 	 verb 	 sound 	 to sound
nghe 	 verb 	 smell 	 to smell
nghe 	 particle 	 okay 	 okay?
té 	 verb 	 tripVerb 	 to trip
té 	 verb 	 fallVerb 	 to fall, to fall over
té 	 verb 	 fall over 	 to fall, to fall over
da 	 noun 	 skin 	 skin
da 	 noun 	 hide 	 hide; material made of animal skin, such as leather
da 	 noun 	 leather 	 hide; material made of animal skin, such as leather
da 	 noun 	 material 	 hide; material made of animal skin, such as leather
adn 	 noun 	 DNA 	 DNA
ít 	 determiner 	 few 	 few, little
ít 	 determiner 	 little 	 few, little
đồng 	 noun 	 field 	 field
đồng 	 noun 	 medium 	 medium; sorcerer
đồng 	 noun 	 sorcerer 	 medium; sorcerer
đồng 	 noun 	 copper 	 copper
đồng 	 noun 	 currency 	 a currency
đồng 	 noun 	 dong 	 dong, the unit of currency in Vietnam; Vietnamese dollar. Symbol
đồng 	 noun 	 Vietnam 	 dong, the unit of currency in Vietnam; Vietnamese dollar. Symbol
đồng 	 noun 	 thousand 	 a thousand dongs
đồng 	 adjective 	 same 	 same
leo 	 verb 	 climb 	 to climb
hen 	 noun 	 asthma 	 asthma
hen 	 verb 	 cough 	 to cough
漢字 	 noun 	 Chinese character 	 Chinese character
hai 	 numeral 	 two 	 cardinal numbers two
hai 	 adjective 	 firstborn 	 ordinal numbers  eldest; firstborn
hai 	 adjective 	 eldest 	 ordinal numbers  eldest; firstborn
vân vân 	 adverb 	 and so forth 	 and so on and so forth
vân vân 	 adverb 	 and so on 	 and so on and so forth
lung 	 adverb 	 hard 	 very hard
lung 	 adjective 	 loose 	 loose
bon 	 verb 	 roll 	 to roll
bom 	 noun 	 bomb 	 bomb
bom 	 noun 	 apple 	 apple
dom 	 noun 	 anus 	 anus, prolapse of the rectum
dom 	 noun 	 prolapse 	 anus, prolapse of the rectum
dom 	 noun 	 rectum 	 anus, prolapse of the rectum
xương 	 noun 	 bone 	 bone
né 	 verb 	 avoid 	 to avoid; to dodge
né 	 verb 	 dodge 	 to avoid; to dodge
英語 	 noun 	 English 	 English language
英語 	 noun 	 language 	 English language
dung 	 verb 	 tolerate 	 to tolerate
dung 	 noun 	 women 	 beauty, one of the |four virtues that women are supposed to have
dung 	 noun 	 beauty 	 beauty, one of the |four virtues that women are supposed to have
mau 	 adjective 	 fast 	 fast, quick
mau 	 adjective 	 quick 	 fast, quick
mau 	 adjective 	 dense 	 dense
mau 	 adverb 	 fast 	 fast, quickly
mau 	 adverb 	 quickly 	 fast, quickly
tali 	 noun 	 thallium 	 thallium
kaki 	 noun 	 khaki 	 khaki
陰陽 	 noun 	 yin-yang 	 yin-yang
子宮 	 noun 	 womb 	 womb; uterus
子宮 	 noun 	 uterus 	 womb; uterus
tebi 	 noun 	 terbium 	 terbium
sa 	 noun 	 gauze 	 gauze
sa 	 verb 	 fall 	 to fall ; to drop down; to prolapse
sa 	 verb 	 drop 	 to fall ; to drop down; to prolapse
sa 	 verb 	 prolapse 	 to fall ; to drop down; to prolapse
sai 	 adjective 	 incorrect 	 be incorrect
sai 	 adjective 	 inaccurate 	 be inaccurate
sai 	 verb 	 send 	 to order, to send
sai 	 verb 	 order 	 to order, to send
sai 	 adjective 	 fruitful 	 be fruitful
hét 	 verb 	 scream 	 to shout; to scream
hét 	 verb 	 shout 	 to shout; to scream
hét 	 noun 	 thrush 	 thrush
kép 	 noun 	 singer 	 a male singer in chèo
kép 	 noun 	 instrument 	 a man who play instrument in chèo
kép 	 noun 	 play 	 a man who play instrument in chèo
kép 	 noun 	 man 	 a man who play instrument in chèo
kép 	 adjective 	 double 	 double; twofold
kép 	 adjective 	 twofold 	 double; twofold
ló 	 verb 	 heave 	 to appear; to heave; to come into sight
ló 	 verb 	 appear 	 to appear; to heave; to come into sight
ló 	 verb 	 sight 	 to appear; to heave; to come into sight
ló 	 verb 	 come into 	 to appear; to heave; to come into sight
chê 	 verb 	 criticize 	 to criticize, belittle
chê 	 verb 	 belittle 	 to criticize, belittle
chê 	 verb 	 prognosis 	 to give  a poor prognosis; to give up on
sinh 	 verb 	 produce 	 to produce, yield
sinh 	 verb 	 yield 	 to produce, yield
sinh 	 verb 	 give birth 	 to give birth
che 	 verb 	 cover 	 to cover
che 	 verb 	 hide 	 to hide
tong 	 adjective 	 screwed 	 done for, screwed
tong 	 adjective 	 done for 	 done for, screwed
電話 	 noun 	 telephone 	 telephone
lo 	 verb 	 bother 	 to bother, to worry, to attend to
lo 	 verb 	 worry 	 to bother, to worry, to attend to
lo 	 verb 	 attend 	 to bother, to worry, to attend to
hic 	 interjection 	 sob 	 sob
hic 	 interjection 	 aw man 	 dang; darn; aw man; man
hic 	 interjection 	 dang 	 dang; darn; aw man; man
hic 	 interjection 	 darn 	 dang; darn; aw man; man
hic 	 interjection 	 man 	 dang; darn; aw man; man
hic 	 interjection 	 hic 	 |hic
a-lô 	 interjection 	 telephone 	 A greeting said when answering the telephone; hello
a-lô 	 interjection 	 hello 	 A greeting said when answering the telephone; hello
a-lô 	 verb 	 call 	 to call someone on a telephone
a-lô 	 verb 	 vomit 	 to vomit
工作 	 noun 	 task 	 mission; task
工作 	 noun 	 mission 	 mission; task
公司 	 noun 	 company 	 company, firm
公司 	 noun 	 firm 	 company, firm
nay 	 adjective 	 nowadays 	 now, nowadays
nay 	 adjective 	 now 	 now, nowadays
漢語 	 noun 	 Chinese 	 Chinese language
漢語 	 noun 	 language 	 Chinese language
gai 	 noun 	 hemp-nettle 	 hemp-nettle
gai 	 noun 	 thorn 	 thorn
gai 	 noun 	 prickle 	 prickle
gai 	 noun 	 pineapple 	 pineapple
gai 	 noun 	 ramie 	 ramie
理想 	 noun 	 ideal 	 ideal
một 	 numeral 	 one 	 cardinal numbers one
một 	 noun 	 one 	 one
một 	 noun 	 month 	 the eleventh lunar month
một 	 noun 	 eleventh 	 the eleventh lunar month
một 	 noun 	 lunar 	 the eleventh lunar month
một 	 adjective 	 sole 	 only; sole
một 	 adjective 	 only 	 only; sole
một 	 adjective 	 one 	 for one person; single
một 	 adjective 	 single 	 for one person; single
một 	 adjective 	 person 	 for one person; single
國語 	 noun 	 Vietnamese 	 national language, the modern Vietnamese writing system based on the Roman alphabet
quốc ngữ 	 noun 	 Latin alphabet 	 the Vietnamese Latin alphabet
quốc ngữ 	 noun 	 Vietnamese 	 the Vietnamese Latin alphabet
quốc ngữ 	 noun 	 chữ 	 chữ quốc ngữ
遊戲 	 noun 	 game 	 game
經度 	 noun 	 longitude 	 longitude
現在 	 noun 	 present 	 the present
拼音 	 noun 	 Pinyin 	 Pinyin
少年 	 noun 	 adolescence 	 related to adolescence
bu 	 verb 	 gather 	 to assemble, to gather into one place
bu 	 verb 	 assemble 	 to assemble, to gather into one place
le 	 noun 	 family 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 bamboo 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 plant 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 rice 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 shape 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 grow 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 noun 	 forest 	 a plant in the rice family, which grows in forests and has a shape similar to bamboo
le 	 verb 	 put out 	 |to loll ; to put out
le 	 verb 	 loll 	 |to loll ; to put out
le 	 adverb 	 very 	 |very
le 	 conjunction 	 however 	 but; however
le 	 conjunction 	 but 	 but; however
vu 	 verb 	 slander 	 to slander, to libel
vu 	 verb 	 libel 	 to slander, to libel
beo 	 noun 	 leopard 	 a leopard, a jaguar or a cheetah
beo 	 noun 	 cheetah 	 a leopard, a jaguar or a cheetah
beo 	 noun 	 jaguar 	 a leopard, a jaguar or a cheetah
loa 	 noun 	 megaphone 	 megaphone
loa 	 noun 	 loudspeaker 	 speaker; loudspeaker
loa 	 noun 	 speaker 	 speaker; loudspeaker
quay 	 verb 	 turn 	 to turn; to revolve; to swivel
quay 	 verb 	 revolve 	 to turn; to revolve; to swivel
quay 	 verb 	 swivel 	 to turn; to revolve; to swivel
quay 	 verb 	 dial 	 to dial
quay 	 verb 	 reverse 	 to whirl; to reverse; to turn back
quay 	 verb 	 whirl 	 to whirl; to reverse; to turn back
quay 	 verb 	 turn back 	 to whirl; to reverse; to turn back
quay 	 verb 	 spit roast 	 to spit roast
quay 	 verb 	 film 	 to film
ma 	 noun 	 ghost 	 ghost
ma 	 noun 	 demon 	 a demon
ma 	 noun 	 magic 	 magic
va 	 verb 	 bump into 	 to bump into
tra 	 verb 	 fit in 	 to put in or fit in
tra 	 verb 	 put in 	 to put in or fit in
tra 	 verb 	 inspect 	 to investigate, to examine, to inspect
tra 	 verb 	 investigate 	 to investigate, to examine, to inspect
tra 	 verb 	 examine 	 to investigate, to examine, to inspect
神社 	 noun 	 shrine 	 Shinto shrine
神社 	 noun 	 Shinto 	 Shinto shrine
tia 	 noun 	 beam 	 a beam or a ray
tia 	 noun 	 ray 	 a beam or a ray
phải 	 adjective 	 right 	 right
phải 	 adjective 	 correct 	 correct
phải 	 adjective 	 obverse 	 obverse
phải 	 verb 	 have to 	 must, have to, should
phải 	 verb 	 must 	 must, have to, should
phải 	 verb 	 should 	 must, have to, should
phải 	 verb 	 endure 	 to have to endure
phải 	 particle 	 yes 	 yes in response to a question containing phải
dang 	 verb 	 stretch out 	 to stretch out
天使 	 noun 	 angel 	 angel
moi 	 verb 	 dig out 	 to drag out, to dig out
moi 	 verb 	 drag out 	 to drag out, to dig out
moi 	 noun 	 shrimp 	 a kind of sea shrimp
moi 	 noun 	 sea 	 a kind of sea shrimp
tam 	 numeral 	 three 	 cardinal numbers  three
tam 	 numeral 	 third 	 ordinal numbers third; thirdly
tam 	 numeral 	 thirdly 	 ordinal numbers third; thirdly
tam 	 numeral 	 sibling 	 younger sibling
tam 	 numeral 	 younger 	 younger sibling
tam 	 numeral 	 láng giềng 	 *: tr=Núi láng diềng, chim bầu bạn
chai 	 noun 	 bottle 	 a bottle
chai 	 noun 	 one 	 one million dongs
chai 	 noun 	 dong 	 one million dongs
chai 	 noun 	 million 	 one million dongs
chai 	 adjective 	 callous 	 callous
bay 	 verb 	 fly 	 to fly
bay 	 verb 	 flutter 	 to flutter
bay 	 verb 	 fly 	 to fly
bay 	 verb 	 fade away 	 to fade away
bay 	 adverb 	 ease 	 with ease; in a fast-paced manner
bay 	 adverb 	 fast-paced 	 with ease; in a fast-paced manner
bay 	 noun 	 trowel 	 trowel
bay 	 pronoun 	 you 	 you
忍者 	 noun 	 ninja 	 ninja
動詞 	 noun 	 verb 	 verb
麒麟 	 noun 	 qilin 	 qilin
đũa 	 noun 	 chopstick 	 a chopstick
đũa 	 noun 	 wand 	 a wand
mong 	 verb 	 hope 	 to hope, to expect, to wish for something
mong 	 verb 	 expect 	 to hope, to expect, to wish for something
mong 	 verb 	 something 	 to hope, to expect, to wish for something
mong 	 verb 	 wish 	 to hope, to expect, to wish for something
moa 	 pronoun 	 me 	 me
teo 	 verb 	 shrink 	 to shrink, to shrivel
teo 	 verb 	 shrivel 	 to shrink, to shrivel
tè 	 verb 	 number three 	 to go number three; to take a peepee
tè 	 verb 	 peepee 	 to go number three; to take a peepee
tè 	 verb 	 go 	 to go number three; to take a peepee
tè 	 verb 	 take 	 to go number three; to take a peepee
việt nam 	 adjective 	 Vietnamese 	 Vietnamese
佛教 	 noun 	 Buddhism 	 Buddhism
辭典 	 noun 	 dictionary 	 dictionary
辭典 	 noun 	 Han character 	 Han character dictionary
là 	 noun 	 fine 	 fine silk
là 	 noun 	 silk 	 fine silk
là 	 verb 	 be 	 to be
là 	 verb 	 iron 	 to iron
ion 	 noun 	 ionEnglish 	 an ion
人口 	 noun 	 population 	 population
人民 	 noun 	 people 	 people
人生 	 noun 	 life 	 life
人類 	 noun 	 mankind 	 mankind; humanity; human beings
人類 	 noun 	 humanity 	 mankind; humanity; human beings
人類 	 noun 	 human beings 	 mankind; humanity; human beings
dò 	 verb 	 way 	 to walk carefully ; to grope one's way
dò 	 verb 	 carefully 	 to walk carefully ; to grope one's way
dò 	 verb 	 grope 	 to walk carefully ; to grope one's way
dò 	 verb 	 walk 	 to walk carefully ; to grope one's way
dò 	 verb 	 detect 	 to trace; to track; to detect
dò 	 verb 	 trace 	 to trace; to track; to detect
dò 	 verb 	 track 	 to trace; to track; to detect
dò 	 verb 	 check 	 to check carefully
dò 	 verb 	 carefully 	 to check carefully
ơn 	 noun 	 favor 	 favor deed in which help is voluntarily provided
柔道 	 noun 	 judo 	 judo
bong 	 verb 	 off 	 to be peeled off, to be flaked off
bong 	 verb 	 flake 	 to be peeled off, to be flaked off
bong 	 verb 	 peel 	 to be peeled off, to be flaked off
世界 	 noun 	 world 	 world
蔑視 	 verb 	 despise 	 to despise; to hold in contempt
