δύο 	 numeral 	 two 	 cardinal numbers : two
ἀκούω 	 verb 	 called 	 I am called, am spoken of, am known as
ἀρχαῖος 	 adjective 	 beginning 	 Pertaining to the beginning
ἀρχαῖος 	 adjective 	 primeval 	 ancient, primeval
ἀρχαῖος 	 adjective 	 ancient 	 ancient, primeval
ἀριστερός 	 adjective 	 left 	 left
ἀριστερός 	 adjective 	 ominous 	 ominous, ill boding
ἀριστερός 	 adjective 	 boding 	 ominous, ill boding
ἀριστερός 	 adjective 	 awkward 	 clumsy, awkward
ἀριστερός 	 adjective 	 clumsy 	 clumsy, awkward
σῶμα 	 noun 	 body 	 body
σῶμα 	 noun 	 person 	 person
σῶμα 	 noun 	 entire 	 An entire thing
ὀδούς 	 noun 	 tusk 	 A tooth, tusk
ὀδούς 	 noun 	 tooth 	 A tooth, tusk
ὀδούς 	 noun 	 prong 	 anything pointed: spike, prong
ὀδούς 	 noun 	 spike 	 anything pointed: spike, prong
ὀδούς 	 noun 	 vertebra 	 the second vertebra
ἥλιος 	 noun 	 sun 	 sun
ἥλιος 	 noun 	 east 	 east
ἥλιος 	 noun 	 day 	 day
ἥλιος 	 noun 	 sunshine 	 sunshine
ἐλεημοσύνη 	 noun 	 mercy 	 pity, mercy
ἐλεημοσύνη 	 noun 	 pity 	 pity, mercy
ἐλεημοσύνη 	 noun 	 alms 	 alms, charity
ἐλεημοσύνη 	 noun 	 charity 	 alms, charity
ὑποκριτής 	 noun 	 interpreter 	 one who answers: interpreter, expounder
ὑποκριτής 	 noun 	 expounder 	 one who answers: interpreter, expounder
ὑποκριτής 	 noun 	 actor 	 stage actor
ὑποκριτής 	 noun 	 stage 	 stage actor
ἀγρός 	 noun 	 countryside 	 field, land, countryside
ἀγρός 	 noun 	 land 	 field, land, countryside
ἀγρός 	 noun 	 field 	 field, land, countryside
κακία 	 noun 	 vice 	 evil, wickedness, vice, depravity
κακία 	 noun 	 wickedness 	 evil, wickedness, vice, depravity
κακία 	 noun 	 evil 	 evil, wickedness, vice, depravity
κακία 	 noun 	 depravity 	 evil, wickedness, vice, depravity
κακία 	 noun 	 cowardice 	 cowardice
κακία 	 noun 	 shame 	 dishonour, shame
κακία 	 noun 	 dishonour 	 dishonour, shame
κακία 	 noun 	 misfortune 	 misfortune
εὑρίσκω 	 verb 	 find 	 I happen upon by chance, find
εὑρίσκω 	 verb 	 discover 	 I find out, discover
εὑρίσκω 	 verb 	 acquire 	 I acquire, fetch, obtain
εὑρίσκω 	 verb 	 obtain 	 I acquire, fetch, obtain
εὑρίσκω 	 verb 	 fetch 	 I acquire, fetch, obtain
ἰχθύς 	 noun 	 fish 	 fish
ἰχθύς 	 noun 	 Pisces 	 plural Pisces
ὥρα 	 noun 	 time 	 any defined period of time
ὥρα 	 noun 	 season 	 season
ὥρα 	 noun 	 climate 	 climate
ὥρα 	 noun 	 year 	 year
ὥρα 	 noun 	 hour 	 hour
ὥρα 	 noun 	 youth 	 time of life: youth
ἀνθρακιά 	 noun 	 charcoal 	 a pile of charcoal
ἀνθρακιά 	 noun 	 charcoal 	 a charcoal fire
στῆθος 	 noun 	 breast 	 breast
στῆθος 	 noun 	 feeling 	 breast as the seat of emotions, feelings
στῆθος 	 noun 	 emotion 	 breast as the seat of emotions, feelings
στῆθος 	 noun 	 seat 	 breast as the seat of emotions, feelings
στῆθος 	 noun 	 breast 	 breast as the seat of emotions, feelings
στῆθος 	 noun 	 thumb 	 ball of the foot or thumb
στῆθος 	 noun 	 ball 	 ball of the foot or thumb
στῆθος 	 noun 	 foot 	 ball of the foot or thumb
στῆθος 	 noun 	 tumour 	 swelling, tumour
στῆθος 	 noun 	 swelling 	 swelling, tumour
στῆθος 	 noun 	 mound 	 breast-shaped hill or mound
στῆθος 	 noun 	 hill 	 breast-shaped hill or mound
στῆθος 	 noun 	 breast 	 breast-shaped hill or mound
ἔξοδος 	 noun 	 leaving 	 departure, leaving
ἔξοδος 	 noun 	 departure 	 departure, leaving
ἔξοδος 	 noun 	 exit 	 a way out, exit
ἔξοδος 	 noun 	 divorce 	 divorce
ἔξοδος 	 noun 	 end 	 end, close
ἔξοδος 	 noun 	 close 	 end, close
ἔξοδος 	 noun 	 death 	 death
αἴνιγμα 	 noun 	 riddle 	 riddle
αἴνιγμα 	 noun 	 taunt 	 taunt
αἴνιγμα 	 noun 	 obscure 	 An obscure method of communication
αἴνιγμα 	 noun 	 ambush 	 ambush
ἄνθος 	 noun 	 bloom 	 flower, blossom, bloom
ἄνθος 	 noun 	 blossom 	 flower, blossom, bloom
ἄνθος 	 noun 	 flower 	 flower, blossom, bloom
ἄνθος 	 noun 	 froth 	 froth, scum
ἄνθος 	 noun 	 scum 	 froth, scum
ἄνθος 	 noun 	 bloom 	 bloom, peak
ἄνθος 	 noun 	 peak 	 bloom, peak
ἄνθος 	 noun 	 brilliance 	 brightness, brilliance
ἄνθος 	 noun 	 brightness 	 brightness, brilliance
ἄνθος 	 noun 	 bird 	 a small bird, possibly the yellow wagtail
ἄνθος 	 noun 	 wagtail 	 a small bird, possibly the yellow wagtail
βίος 	 noun 	 life 	 life
ὄνομα 	 noun 	 name 	 name
ὄνομα 	 noun 	 fame 	 fame
ὄνομα 	 noun 	 noun 	 noun, ὅς and the article ὁ
ὄνομα 	 noun 	 phrase 	 phrase
αἷμα 	 noun 	 blood 	 blood
πρῶτος 	 adjective 	 first 	 ordinal numbers first
πρῶτος 	 adjective 	 earliest 	 earliest
πρῶτος 	 adjective 	 prominent 	 foremost, most prominent
πρῶτος 	 adjective 	 foremost 	 foremost, most prominent
πρῶτος 	 adjective 	 prime 	 prime
φοῖνιξ 	 noun 	 Phoenician 	 Phoenician
φοῖνιξ 	 noun 	 Carthaginian 	 Carthaginian
κάμηλος 	 noun 	 camel 	 camel
ὕδωρ 	 noun 	 water 	 water
ὕδωρ 	 noun 	 rain 	 rainwater, rain
ὕδωρ 	 noun 	 rainwater 	 rainwater, rain
ὕδωρ 	 noun 	 sweat 	 sweat
ὕδωρ 	 noun 	 time 	 time
ἀκάθαρτος 	 adjective 	 foul 	 foul, unclean
ἀκάθαρτος 	 adjective 	 unclean 	 foul, unclean
ἀκάθαρτος 	 adjective 	 impure 	 impure
ἀκάθαρτος 	 adjective 	 cleansing 	 not fit for cleansing
ἄλλος 	 adjective 	 another 	 other, another, different, else
ἄλλος 	 adjective 	 else 	 other, another, different, else
ἄλλος 	 adjective 	 other 	 other, another, different, else
ἄλλος 	 adjective 	 different 	 other, another, different, else
ἄλλος 	 adjective 	 still 	 yet, still
ἄλλος 	 adjective 	 yet 	 yet, still
διά 	 adverb 	 throughout 	 throughout
εἰρήνη 	 noun 	 peace 	 peace
κράτος 	 noun 	 strength 	 might, strength
κράτος 	 noun 	 might 	 might, strength
κράτος 	 noun 	 valour 	 act of strength, act of valour
κράτος 	 noun 	 power 	 dominion, power
κράτος 	 noun 	 dominion 	 dominion, power
κράτος 	 noun 	 w:Epistle of Jude 	 * year=66-90 C.E.|Jude|Epistle of Jude|1|25|quote=μόνῳ σοφῷ Θεῷ σωτῆρι ἡμῶν δόξα καὶ μεγαλωσύνη, κράτος καὶ ἐξουσία, καὶ νῦν καὶ εἰς πάντας τοὺς αἰῶνας Ἀμήν|trans=To God, our saviour, who alone is wise, be glory and majesty, power and authority, both now and in every age, amen
λέων 	 noun 	 lion 	 lion
λέων 	 noun 	 Leo 	 Leo, the zodiacal sign
λέων 	 noun 	 sign 	 Leo, the zodiacal sign
λέων 	 noun 	 zodiacal 	 Leo, the zodiacal sign
λέων 	 noun 	 lionheart 	 lionheart, savage
λέων 	 noun 	 savage 	 lionheart, savage
μέλας 	 adjective 	 black 	 dark in color; sometimes so dark as to lack color, black
μέλας 	 adjective 	 dark 	 dark in color; sometimes so dark as to lack color, black
μέλας 	 adjective 	 black 	 evil, black, dark
μέλας 	 adjective 	 evil 	 evil, black, dark
μέλας 	 adjective 	 dark 	 evil, black, dark
μέλας 	 adjective 	 obscure 	 dark, obscure
μέλας 	 adjective 	 dark 	 dark, obscure
μέλας 	 adjective 	 indistinct 	 indistinct
οὖς 	 noun 	 ear 	 ear
οὖς 	 noun 	 hearing 	 hearing
οὖς 	 noun 	 spy 	 spy
ῥέω 	 verb 	 gush 	 I flow, stream, run, gush
ῥέω 	 verb 	 flow 	 I flow, stream, run, gush
ῥέω 	 verb 	 run 	 I flow, stream, run, gush
ῥέω 	 verb 	 stream 	 I flow, stream, run, gush
ῥέω 	 verb 	 fall 	 I fall off, drop off
ῥέω 	 verb 	 drop 	 I fall off, drop off
ῥέω 	 verb 	 liquefy 	 I liquefy, run
ῥέω 	 verb 	 run 	 I liquefy, run
ῥέω 	 verb 	 perpetual 	 I am in perpetual flux
ῥέω 	 verb 	 flux 	 I am in perpetual flux
ῥέω 	 verb 	 inclined 	 I am inclined to, given to
ῥέω 	 verb 	 given 	 I am inclined to, given to
ῥέω 	 verb 	 leak 	 I leak
ῥέω 	 verb 	 flux 	 I have a flux
ῥέω 	 verb 	 pour 	 I let flow, pour
στέφανος 	 noun 	 crown 	 crown, wreath, chaplet, especially the conqueror's wreath
στέφανος 	 noun 	 wreath 	 crown, wreath, chaplet, especially the conqueror's wreath
στέφανος 	 noun 	 chaplet 	 crown, wreath, chaplet, especially the conqueror's wreath
ταῦρος 	 noun 	 ox 	 bull, perhaps also ox
ταῦρος 	 noun 	 bull 	 bull, perhaps also ox
υἱός 	 noun 	 son 	 son
υἱός 	 noun 	 child 	 child
υἱός 	 noun 	 Son 	 the Son; the Son of God
υἱός 	 noun 	 Son of God 	 the Son; the Son of God
εὖ 	 adverb 	 well 	 well
ἀγαπητός 	 adjective 	 beloved 	 beloved, dear
ἀγαπητός 	 adjective 	 dear 	 beloved, dear
ἀγαπητός 	 adjective 	 delightful 	 desirable, delightful
ἀγαπητός 	 adjective 	 desirable 	 desirable, delightful
ἀγαπητός 	 adjective 	 loveable 	 worthy of love, loveable
ἀγαπητός 	 adjective 	 contentment 	 That which causes contentment
αἰών 	 noun 	 lifetime 	 lifetime
αἰών 	 noun 	 generation 	 generation
αἰών 	 noun 	 eon 	 a long period of time, eon, epoch, age
αἰών 	 noun 	 age 	 a long period of time, eon, epoch, age
αἰών 	 noun 	 epoch 	 a long period of time, eon, epoch, age
ἀεί 	 adverb 	 forever 	 always, ever, forever
ἀεί 	 adverb 	 always 	 always, ever, forever
ἀεί 	 adverb 	 ever 	 always, ever, forever
πυρετός 	 noun 	 heat 	 heat
πυρετός 	 noun 	 fever 	 fever
πυρά 	 noun 	 funeral 	 funeral pyre
πυρά 	 noun 	 pyre 	 funeral pyre
πυρά 	 noun 	 watchfire 	 watchfires
πῦρ 	 noun 	 fire 	 a fire
πῦρ 	 noun 	 funerary 	 a funerary fire
πῦρ 	 noun 	 fire 	 a funerary fire
πῦρ 	 noun 	 sacrificial 	 a sacrificial fire
πῦρ 	 noun 	 fire 	 a sacrificial fire
πῦρ 	 noun 	 lightning 	 lightning
πῦρ 	 noun 	 fever 	 a fever
φίλος 	 adjective 	 beloved 	 That which is loved or important: beloved, dear, of or from a friend
φίλος 	 adjective 	 dear 	 That which is loved or important: beloved, dear, of or from a friend
φίλος 	 adjective 	 friend 	 That which is loved or important: beloved, dear, of or from a friend
φίλος 	 adjective 	 friendly 	 less commonly: loving, friendly
φίλος 	 adjective 	 loving 	 less commonly: loving, friendly
λύω 	 verb 	 loosen 	 I loose, loosen, untie
λύω 	 verb 	 loose 	 I loose, loosen, untie
λύω 	 verb 	 untie 	 I loose, loosen, untie
λύω 	 verb 	 slacken 	 slacken
λύω 	 verb 	 unbend 	 unbend
λύω 	 verb 	 release 	 set free, release
λύω 	 verb 	 set free 	 set free, release
λύω 	 verb 	 redeem 	 redeem
λύω 	 verb 	 sever 	 dissolve, sever
λύω 	 verb 	 dissolve 	 dissolve, sever
λύω 	 verb 	 break 	 break , destroy
λύω 	 verb 	 destroy 	 break , destroy
λύω 	 verb 	 abrogate 	 abrogate, annul
λύω 	 verb 	 annul 	 abrogate, annul
λύω 	 verb 	 atone 	 atone, amend
λύω 	 verb 	 amend 	 atone, amend
λύω 	 verb 	 profit 	 profit, I am useful
λύω 	 verb 	 useful 	 profit, I am useful
ἀήρ 	 noun 	 mist 	 mist
ἀήρ 	 noun 	 air 	 air
ἀήρ 	 noun 	 wind 	 wind
ἀήρ 	 noun 	 space 	 space, volume
ἀήρ 	 noun 	 volume 	 space, volume
ἀήρ 	 noun 	 grey 	 blue or grey
ἀήρ 	 noun 	 blue 	 blue or grey
ὑγιής 	 adjective 	 sound 	 sound, healthy, hearty, strong
ὑγιής 	 adjective 	 strong 	 sound, healthy, hearty, strong
ὑγιής 	 adjective 	 healthy 	 sound, healthy, hearty, strong
ὑγιής 	 adjective 	 hearty 	 sound, healthy, hearty, strong
ὑγιής 	 adjective 	 wise 	 sound in mind: wise, wholesome
ὑγιής 	 adjective 	 wholesome 	 sound in mind: wise, wholesome
ποιέω 	 verb 	 make 	 To make
ποιέω 	 verb 	 create 	 To create
ποιέω 	 verb 	 produce 	 To produce
ποιέω 	 verb 	 make 	 To make, to produce
ποιέω 	 verb 	 produce 	 To make, to produce
ποιέω 	 verb 	 postulate 	 To postulate, imply
ποιέω 	 verb 	 imply 	 To postulate, imply
ποιέω 	 verb 	 solve 	 To solve
ποιέω 	 verb 	 write 	 To compose, write poetry
ποιέω 	 verb 	 compose 	 To compose, write poetry
ποιέω 	 verb 	 write 	 To write of  in poetry
ποιέω 	 verb 	 invent 	 To invent
ποιέω 	 verb 	 cause 	 To cause
ποιέω 	 verb 	 cause 	 To cause  to
ποιέω 	 verb 	 procure 	 To procure
ποιέω 	 verb 	 celebrate 	 To celebrate, observe
ποιέω 	 verb 	 observe 	 To celebrate, observe
ποιέω 	 verb 	 make 	 To make, cause to be
ποιέω 	 verb 	 put 	 To put
ποιέω 	 verb 	 multiply 	 To multiply
ποιέω 	 verb 	 consider 	 To consider, deem
ποιέω 	 verb 	 deem 	 To consider, deem
ποιέω 	 verb 	 assume 	 To assume
ποιέω 	 verb 	 spend time 	 To take time, spend time
ποιέω 	 verb 	 take time 	 To take time, spend time
ποιέω 	 verb 	 sacrifice 	 To sacrifice
ποιέω 	 verb 	 prepare 	 To prepare
ποιέω 	 verb 	 play 	 To play
ποιέω 	 verb 	 do 	 To do
ποιέω 	 verb 	 do 	 To do  to
ποιέω 	 verb 	 act 	 To act
ποιέω 	 verb 	 do 	 Refers back to a previous verb: To do
ποιέω 	 verb 	 act 	 To act
ποιέω 	 verb 	 operate 	 To operate, to be efficacious
ποιέω 	 verb 	 efficacious 	 To operate, to be efficacious
ποιέω 	 verb 	 practise 	 To do customarily, To practise
ποιέω 	 verb 	 customarily 	 To do customarily, To practise
ποιέω 	 verb 	 pretend 	 To pretend
ἀδελφός 	 adjective 	 brotherly 	 brotherly or sisterly
ἀδελφός 	 adjective 	 sisterly 	 brotherly or sisterly
ἀδελφός 	 adjective 	 double 	 double
ἀδελφός 	 adjective 	 akin 	 closely related, akin
ἀδελφός 	 noun 	 brother 	 brother
ῥίζα 	 noun 	 root 	 root
ῥίζα 	 noun 	 source 	 source
ῥίζα 	 noun 	 foundation 	 base, foundation
ῥίζα 	 noun 	 base 	 base, foundation
ῥίζα 	 noun 	 stock 	 stock, family, race
ῥίζα 	 noun 	 family 	 stock, family, race
ῥίζα 	 noun 	 race 	 stock, family, race
αὐξάνω 	 verb 	 increase 	 to make grow, increase
αὐξάνω 	 verb 	 grow 	 to make grow, increase
αὐξάνω 	 verb 	 honour 	 to promote, honour, exalt
αὐξάνω 	 verb 	 promote 	 to promote, honour, exalt
αὐξάνω 	 verb 	 exalt 	 to promote, honour, exalt
ἑκατόν 	 numeral 	 hundred 	 cardinal numbers hundred
εὐθέως 	 adverb 	 immediately 	 immediately, at once, straightway
εὐθέως 	 adverb 	 straightway 	 immediately, at once, straightway
εὐθέως 	 adverb 	 at once 	 immediately, at once, straightway
εὐθέως 	 adverb 	 shortly 	 as soon as, shortly
ἄκαρπος 	 adjective 	 barren 	 without fruit: barren
ἄκαρπος 	 adjective 	 unprofitable 	 fruitless, unprofitable
ἄκαρπος 	 adjective 	 fruitless 	 fruitless, unprofitable
ὅμοιος 	 adjective 	 resembling 	 Like, resembling means=someone, something, similar means=to someone, something
ὅμοιος 	 adjective 	 similar 	 Like, resembling means=someone, something, similar means=to someone, something
ὅμοιος 	 adjective 	 like 	 Like, resembling means=someone, something, similar means=to someone, something
ὅμοιος 	 adjective 	 shared 	 Shared, common, mutual
ὅμοιος 	 adjective 	 mutual 	 Shared, common, mutual
ὅμοιος 	 adjective 	 common 	 Shared, common, mutual
ὅμοιος 	 adjective 	 appropriate 	 Suited to, appropriate for
ὅμοιος 	 adjective 	 suited 	 Suited to, appropriate for
ὅμοιος 	 adjective 	 equal 	 Equal
ὅμοιος 	 adjective 	 same 	 The same
σίναπι 	 noun 	 mustard 	 the mustard plant
μόνος 	 adjective 	 alone 	 alone, forsaken, solitary
μόνος 	 adjective 	 forsaken 	 alone, forsaken, solitary
