gratis 	 adverb 	 free 	 free, without charge
by 	 noun 	 farm 	 farm
by 	 noun 	 city 	 town, city
by 	 noun 	 town 	 town, city
by 	 noun 	 gust 	 gust, rush of wind
box 	 noun 	 crate 	 box, crate; a cuboid container
box 	 noun 	 container 	 box, crate; a cuboid container
cement 	 noun 	 English 	 cement
ball 	 adjective 	 hip 	 cool, hip, fun, entertaining
ball 	 adjective 	 fun 	 cool, hip, fun, entertaining
ball 	 adjective 	 entertaining 	 cool, hip, fun, entertaining
ball 	 adjective 	 cool 	 cool, hip, fun, entertaining
cover 	 noun 	 cover song 	 cover, cover song
stork 	 noun 	 storkEnglish 	 stork
ven 	 noun 	 vein 	 a vein
ven 	 noun 	 Agrostis 	 bentgrass, grass of the genus Agrostis
ven 	 noun 	 bentgrass 	 bentgrass, grass of the genus Agrostis
lake 	 noun 	 brine 	 brine
lake 	 noun 	 burbot 	 burbot
söl 	 noun 	 lingering 	 lingering, sluttery, gluttony
söl 	 noun 	 gluttony 	 lingering, sluttery, gluttony
söl 	 noun 	 sluttery 	 lingering, sluttery, gluttony
jon 	 noun 	 ion 	 ion; an electrically charged atom or molecule
jon 	 noun 	 atom 	 ion; an electrically charged atom or molecule
jon 	 noun 	 molecule 	 ion; an electrically charged atom or molecule
distribution 	 noun 	 dissemination 	 distribution, dissemination
distribution 	 noun 	 English 	 distribution, dissemination
distribution 	 noun 	 English 	 a distribution, generalized function
distribution 	 noun 	 English 	 a distribution
flat 	 adjective 	 flatAdjective 	 flat having no variations in altitude
flat 	 adjective 	 doormat 	 spineless, being a doormat, abstaining from defending one's convictions
flat 	 adjective 	 spineless 	 spineless, being a doormat, abstaining from defending one's convictions
gull 	 noun 	 gold 	 gold
gull 	 noun 	 darling 	 baby, darling, someone dear and cute , someone to cuddle
gull 	 noun 	 baby 	 baby, darling, someone dear and cute , someone to cuddle
hare 	 noun 	 English 	 hare
ram 	 noun 	 frame 	 frame
ram 	 noun 	 paw 	 paw
ram 	 noun 	 bicycle frame 	 bicycle frame
krok 	 noun 	 hook 	 hook; a rod bent into a curved shape
krok 	 noun 	 hook 	 hook; a fishhook
krok 	 noun 	 hook 	 hook; a type of punch
kritik 	 noun 	 criticism 	 criticism
bil 	 noun 	 car 	 a car, an automobile
lem 	 noun 	 limb 	 a limb
nit 	 noun 	 rivet 	 a rivet, a stud
nit 	 noun 	 stud 	 a rivet, a stud
nit 	 noun 	 braking 	 the action of braking  very hard
nit 	 noun 	 zeal 	 zeal
rim 	 noun 	 rhyme 	 rhyme
du 	 pronoun 	 you 	 you familiar sg
du 	 pronoun 	 thou 	 thou
list 	 noun 	 trick 	 smartness, trick, cunning
list 	 noun 	 cunning 	 smartness, trick, cunning
list 	 noun 	 smartness 	 smartness, trick, cunning
list 	 noun 	 beading 	 a strip , a border, a beading
list 	 noun 	 border 	 a strip , a border, a beading
list 	 noun 	 strip 	 a strip , a border, a beading
list 	 noun 	 bar 	 a bar
tall 	 noun 	 Pinus sylvestris 	 pine, Scots pine tree, Pinus sylvestris
tall 	 noun 	 pine 	 pine, Scots pine tree, Pinus sylvestris
tall 	 noun 	 Scots pine 	 pine, Scots pine tree, Pinus sylvestris
solid 	 adjective 	 solvent 	 solvent, in good financial standing
loss 	 adjective 	 untied 	 loose, untied, off
loss 	 adjective 	 loose 	 loose, untied, off
loss 	 adjective 	 off 	 loose, untied, off
house 	 noun 	 house music 	 house music, house
hospital 	 noun 	 lodging 	 lodging for travelers
hospital 	 noun 	 leprosarium 	 leprosarium; care facility for the leprous
hospital 	 noun 	 leprous 	 leprosarium; care facility for the leprous
hospital 	 noun 	 disabled 	 care facility for the elderly, disabled, and sick
hospital 	 noun 	 sick 	 care facility for the elderly, disabled, and sick
hospital 	 noun 	 elderly 	 care facility for the elderly, disabled, and sick
hospital 	 noun 	 mental hospital 	 mental hospital
salt 	 adjective 	 salty 	 salty
salt 	 noun 	 sodium chloride 	 sodium chloride , used extensively as a condiment and preservative
far 	 noun 	 father 	 father
suck 	 noun 	 sigh 	 sigh; a deep and prolonged audible inspiration or respiration
suck 	 interjection 	 sighInterjection 	 sigh
stab 	 noun 	 staff 	 a staff
sand 	 noun 	 English 	 sand
fog 	 noun 	 cause 	 Valid cause, valid reason
fog 	 noun 	 reason 	 Valid cause, valid reason
fog 	 noun 	 seam 	 joint, seam
fog 	 noun 	 joint 	 joint, seam
full 	 adjective 	 drunk 	 drunk, intoxicated
full 	 adjective 	 intoxicated 	 drunk, intoxicated
meter 	 noun 	 metre 	 a metre; the SI-unit
meter 	 noun 	 English 	 a meter; a device that measures things
klot 	 noun 	 ball 	 a solid  ball. Often harder than a boll
klot 	 noun 	 metric space 	 ball; the set of points in a metric space of distance less than  a given number
klot 	 noun 	 ball 	 ball; the set of points in a metric space of distance less than  a given number
klot 	 noun 	 buckram 	 buckram
klok 	 adjective 	 wise 	 wise, intelligent
klok 	 adjective 	 intelligent 	 wise, intelligent
klimat 	 noun 	 climate 	 climate
sal 	 noun 	 room 	 a large room
fil 	 noun 	 file 	 a file
fil 	 noun 	 lane 	 a section of roadway for a single line of vehicles, a lane
fil 	 noun 	 file 	 file
fil 	 noun 	 filmjölk 	 abbreviation for filmjölk; a particular kind of fil as above
e 	 adverb 	 ever 	 forever, ever
e 	 adverb 	 forever 	 forever, ever
mana 	 verb 	 encourage 	 to encourage or urge someone
mana 	 verb 	 urge 	 to encourage or urge someone
himmel 	 noun 	 sky 	 sky
himmel 	 noun 	 heaven 	 heaven
sorry 	 interjection 	 English 	 sorry
baron 	 noun 	 barony 	 a baron, a ruler of a barony
baron 	 noun 	 ruler 	 a baron, a ruler of a barony
federation 	 noun 	 English 	 federation; an array of states or nations
organ 	 noun 	 English 	 an organ
organ 	 noun 	 voice 	 a voice
organ 	 noun 	 newspaper 	 an organ; a newspaper
analog 	 adjective 	 analogue 	 analogue
socialism 	 noun 	 socialism 	 socialism
socialism 	 noun 	 capitalism 	 |capitalism
bo 	 verb 	 dwell 	 intransitive live; dwell; to have permanent residence
bo 	 verb 	 live 	 intransitive live; dwell; to have permanent residence
bo 	 noun 	 nest 	 nest; the place where certain animals live, in particular birds
bo 	 noun 	 home 	 a home
bo 	 noun 	 w:sv:Elias Sehlstedt 	 * 1893, Elias Sehlstedt
s 	 noun 	 page 	 page; sida
kudde 	 noun 	 pillow 	 pillow
kudde 	 noun 	 cushion 	 cushion; soft material in a cloth bag
stop 	 noun 	 mug 	 beer mug
stop 	 noun 	 beer 	 beer mug
stop 	 noun 	 stoup 	 stoup
cylinder 	 noun 	 English 	 a cylinder
cylinder 	 noun 	 top hat 	 a top hat
batch 	 noun 	 English 	 a batch
mandarin 	 noun 	 mandarin orange 	 mandarin orange
mandarin 	 noun 	 Chinese 	 mandarin; a high government bureaucrat of the Chinese Empire
mandarin 	 noun 	 government 	 mandarin; a high government bureaucrat of the Chinese Empire
mandarin 	 noun 	 bureaucrat 	 mandarin; a high government bureaucrat of the Chinese Empire
mandarin 	 noun 	 English 	 mandarin; a high government bureaucrat of the Chinese Empire
mandarin 	 noun 	 Mandarin 	 Mandarin
syn 	 noun 	 vision 	 sight , vision
syn 	 noun 	 sight 	 sight , vision
syn 	 noun 	 view 	 a sight, a view
syn 	 noun 	 revelation 	 a vision, a revelation
pass 	 noun 	 passport 	 passport document granting permission to pass
pass 	 noun 	 mountain pass 	 place which you  pass or is passing; mountain pass
pass 	 noun 	 gait 	 pace; a kind of gait
pass 	 noun 	 pace 	 pace; a kind of gait
pass 	 noun 	 spellEnglish 	 spell ; shift
pass 	 noun 	 English 	 pass; a transfer of the ball from one player to another in the same team
ewe 	 noun 	 Ewe 	 Ewe
exposé 	 noun 	 presentation 	 a presentation
ebb 	 noun 	 ebb 	 ebb; low tide
ebb 	 noun 	 low tide 	 ebb; low tide
party 	 noun 	 English 	 party; social gathering
gem 	 noun 	 paper clip 	 a paper clip
gem 	 noun 	 set 	 a game; part of a set
gem 	 noun 	 game 	 a game; part of a set
civilisation 	 noun 	 civilization 	 civilization
band 	 noun 	 tape 	 a band, a ribbon, a tape; a strip of material
band 	 noun 	 ribbon 	 a band, a ribbon, a tape; a strip of material
band 	 noun 	 orchestra 	 a band, an ensemble, an orchestra; group of musicians
band 	 noun 	 ensemble 	 a band, an ensemble, an orchestra; group of musicians
band 	 noun 	 gang 	 a band, a gang; band of robbers
band 	 noun 	 video tape 	 an audio tape or a video tape
band 	 noun 	 audio tape 	 an audio tape or a video tape
band 	 noun 	 cassette 	 a cassette of audio or video tape
band 	 noun 	 tie 	 a tie, a connection, a relation; from a person to another person or to a place
band 	 noun 	 relation 	 a tie, a connection, a relation; from a person to another person or to a place
band 	 noun 	 connection 	 a tie, a connection, a relation; from a person to another person or to a place
proton 	 noun 	 English 	 proton
neutron 	 noun 	 English 	 neutron
pub 	 noun 	 English 	 pub
halm 	 noun 	 straw 	 straw, haulm
halm 	 noun 	 haulm 	 straw, haulm
etcetera 	 adverb 	 et cetera 	 et cetera
mark 	 noun 	 ground 	 ground
mark 	 noun 	 field 	 ground, field
mark 	 noun 	 markEnglish 	 mark
mark 	 noun 	 marker 	 counter, marker
mark 	 noun 	 counter 	 counter, marker
start 	 noun 	 startEnglish 	 a start; a beginning
start 	 noun 	 beginning 	 a start; a beginning
start 	 noun 	 starting 	 the starting
älv 	 noun 	 river 	 a river
hem 	 adverb 	 home 	 home; to one's home
hem 	 noun 	 home 	 a home; one's dwelling place, as in a house or a more general geographical place; the abiding place of the affections
fri 	 adjective 	 free 	 free, unconstrained
fri 	 adjective 	 free 	 free, not imprisoned, released
fri 	 adjective 	 free 	 free, without obligations
fri 	 adjective 	 gratis 	 free of charge, gratis
fri 	 adjective 	 free 	 free of charge, gratis
bly 	 noun 	 lead 	 lead chemical element
blyfri 	 adjective 	 unleaded 	 without lead, unleaded
blyfri 	 adjective 	 lead 	 without lead, unleaded
mask 	 noun 	 worm 	 worm
mask 	 noun 	 face 	 mask; a cover designed to disguise or protect the face
namn 	 noun 	 name 	 name
generation 	 noun 	 English 	 a generation
drag 	 noun 	 characteristic 	 feature, trait, characteristic
drag 	 noun 	 trait 	 feature, trait, characteristic
drag 	 noun 	 feature 	 feature, trait, characteristic
drag 	 noun 	 lure 	 lure, trolling spoon
drag 	 noun 	 trolling spoon 	 lure, trolling spoon
drag 	 noun 	 move 	 move, stroke
drag 	 noun 	 stroke 	 move, stroke
han 	 pronoun 	 he 	 he, the third person singular, masculine, nominative case
han 	 pronoun 	 him 	 him
handling 	 noun 	 deed 	 an act, a deed
handling 	 noun 	 act 	 an act, a deed
handling 	 noun 	 document 	 an act, a document
handling 	 noun 	 act 	 an act, a document
handling 	 noun 	 action 	 action
handling 	 noun 	 plot 	 the plot or storyline, in a work of fiction
handling 	 noun 	 storyline 	 the plot or storyline, in a work of fiction
handling 	 noun 	 shopping 	 shopping; the action of visiting shops
handling 	 noun 	 shops 	 shopping; the action of visiting shops
information 	 noun 	 English 	 information
fast 	 adjective 	 captured 	 caught unable to move freely, captured
fast 	 adjective 	 caught 	 caught unable to move freely, captured
fast 	 adjective 	 firm 	 firm, fastened, unmoving
fast 	 adjective 	 unmoving 	 firm, fastened, unmoving
fast 	 adjective 	 fastened 	 firm, fastened, unmoving
fast 	 adjective 	 solid 	 solid
fast 	 adverb 	 firmly 	 fixed, firmly, steadily
fast 	 adverb 	 steadily 	 fixed, firmly, steadily
fast 	 adverb 	 fixed 	 fixed, firmly, steadily
fast 	 adverb 	 nearly 	 almost, nearly
fast 	 adverb 	 almost 	 almost, nearly
fast 	 conjunction 	 even though 	 although, even though
fast 	 conjunction 	 although 	 although, even though
passage 	 noun 	 access 	 access, transit
passage 	 noun 	 transit 	 access, transit
ps 	 phrase 	 post scriptum 	 post scriptum
ruin 	 noun 	 English 	 a ruin
flock 	 noun 	 murder 	 murder of crows
order 	 noun 	 command 	 an order; a command
order 	 noun 	 product 	 an order; a request for some product or service
order 	 noun 	 service 	 an order; a request for some product or service
ah 	 interjection 	 relief 	 ah; an expression of relief
ha 	 verb 	 possession 	 To have; to possess, or to have as a property; to come into possession of something concrete or abstract
ha 	 verb 	 have 	 To have; to possess, or to have as a property; to come into possession of something concrete or abstract
ha 	 verb 	 possess 	 To have; to possess, or to have as a property; to come into possession of something concrete or abstract
ha 	 verb 	 come 	 To have; to possess, or to have as a property; to come into possession of something concrete or abstract
ha 	 verb 	 perfect 	 Used together with the supine form of a verb in the construction of perfect or pluperfect forms
ha 	 verb 	 pluperfect 	 Used together with the supine form of a verb in the construction of perfect or pluperfect forms
ha 	 verb 	 supine tense 	 Used together with the supine form of a verb in the construction of perfect or pluperfect forms
ha 	 interjection 	 Interjection 	 ha! same as the English
ha 	 interjection 	 huh 	 what?, come again?, I'm sorry?, huh?
ha 	 interjection 	 what 	 what?, come again?, I'm sorry?, huh?
ha 	 interjection 	 sorry 	 what?, come again?, I'm sorry?, huh?
ha 	 interjection 	 come again 	 what?, come again?, I'm sorry?, huh?
blod 	 noun 	 blood 	 blood
tack 	 noun 	 gratitude 	 a thank; a word which shows gratitude
tack 	 noun 	 thank 	 a thank; a word which shows gratitude
måndag 	 noun 	 week 	 Monday. The first day of the week
måndag 	 noun 	 Monday 	 Monday. The first day of the week
torsdag 	 noun 	 Thursday 	 Thursday
fredag 	 noun 	 week 	 Friday. The fifth day of the week
fredag 	 noun 	 Friday 	 Friday. The fifth day of the week
söndag 	 noun 	 week 	 Sunday. The seventh day of the week
söndag 	 noun 	 Sunday 	 Sunday. The seventh day of the week
jag 	 noun 	 self 	 self
ni 	 pronoun 	 you 	 you
ni 	 pronoun 	 you 	 you
tre 	 numeral 	 three 	 cardinal numbers three
ledig 	 adjective 	 available 	 free, available, not occupied
ledig 	 adjective 	 free 	 free, available, not occupied
ledig 	 adjective 	 relaxed 	 relaxed, casual, informal
ledig 	 adjective 	 casual 	 relaxed, casual, informal
ledig 	 adjective 	 informal 	 relaxed, casual, informal
rot 	 noun 	 plant 	 root; the part of a plant under the surface
rot 	 noun 	 root 	 root; the part of a plant under the surface
rot 	 noun 	 bone 	 the part of a tooth extending into the bone holding the tooth in place
rot 	 noun 	 tooth 	 the part of a tooth extending into the bone holding the tooth in place
rot 	 noun 	 source 	 source; an underlying cause
rot 	 noun 	 square root 	 of a number n, a positive number which, when raised to a specified power, yields n; the square root is understood if no power is specified
rot 	 noun 	 raised 	 of a number n, a positive number which, when raised to a specified power, yields n; the square root is understood if no power is specified
rot 	 noun 	 power 	 of a number n, a positive number which, when raised to a specified power, yields n; the square root is understood if no power is specified
rot 	 noun 	 zero 	 a zero
rot 	 noun 	 tree 	 a designated node in a tree
rot 	 noun 	 node 	 a designated node in a tree
rot 	 noun 	 del 	 curl; a measure on how fast a vector field rotates: it can be described as the cross product of del and a given vectorial field
rot 	 noun 	 cross product 	 curl; a measure on how fast a vector field rotates: it can be described as the cross product of del and a given vectorial field
rot 	 noun 	 curl 	 curl; a measure on how fast a vector field rotates: it can be described as the cross product of del and a given vectorial field
rot 	 noun 	 vector field 	 curl; a measure on how fast a vector field rotates: it can be described as the cross product of del and a given vectorial field
rot 	 noun 	 root directory 	 root directory
rot 	 noun 	 word 	 a word from which another word is derived
eeg 	 noun 	 English 	 EEG; elektroencefalogram
division 	 noun 	 divisionEnglish 	 division; act of dividing ; large military unit; section of a company
division 	 noun 	 league 	 division, league; an organization of sports teams that habitually play against each other for a championship; the level on which a certain team plays, as compared to others
