SortOrder,Egyptian,Transliteration,Translation,SignCodes,GroupWritingScore,Error
252,𓆤𓏏𓄿𓐍𓇇𓊖,ꜣḫ bjt,Chemmis,L2-X1-G1-Aa1-M15-O49,0,0
253,𓄿𓐍𓏛,ꜣḫ,the spirit state,G1-Aa1-Y1,0,0
254,𓅜𓏤,ꜣḫ,the spirit state,G25-Z1,0,0
255,𓅜𓐍𓀼,ꜣḫ,spirit,G25-Aa1-A51,0,0
256,𓅜,ꜣḫ,spirit,G25,0,0
257,𓅜𓐍,ꜣḫ,spirit,G25-Aa1,0,0
258,𓄿𓐍,ꜣḫ,spirit,G1-Aa1,0,0
259,𓅜𓏤𓀽,ꜣḫ,spirit,G25-Z1-A52,0,0
260,𓅜𓐍𓏛,ꜣḫ,"beneficial, useful, profitable, fame",G25-Aa1-Y1,0,0
261,𓅜𓐍𓏛,ꜣḫ,"be a spirit, become a spirit, glorious, splendid",G25-Aa1-Y1,0,0
262,𓅜𓐍𓄣𓏤,ꜣḫ jb,"smart, clever",G25-Aa1-F34-Z1,0,0
263,𓅜𓐍𓏛𓄣𓏤𓈖,ꜣḫ jb n,be serviceably minded towards,G25-Aa1-Y1-F34-Z1-N35,0,0
264,𓅜𓐍𓏛𓈖,ꜣḫ n,it will be well with,G25-Aa1-Y1-N35,0,0
265,𓅜𓐍𓏛𓈖𓀀𓅓𓄣𓏤𓆑,ꜣḫ.n.j m jb.f,I found favour in his heart,G25-Aa1-Y1-N35-A1-G17-F34-Z1-I9,0,0
266,𓅜,ꜣḫ,"be, become a spirit, beneficial, useful, profitable",G25,0,0
267,𓏏𓅜𓐍,ꜣḫt,"what is good, profitable, useful",X1-G25-Aa1,0,0
268,𓐍𓅜𓏏𓏥,ꜣḫt,"what is good, profitable, useful",Aa1-G25-X1-Z2,0,0
269,𓅜𓐍𓏏𓏛,ꜣḫt,"what is good, profitable, useful",G25-Aa1-X1-Y1,0,0
270,𓅜𓐍𓅱𓏛𓏥,ꜣḫw,"power (of god), mastery (over work)",G25-Aa1-G43-Y1-Z2,0,0
271,𓅜𓏛𓏥,ꜣḫw,"power (of god), mastery (over work)",G25-Y1-Z2,0,0
272,𓅜𓐍𓏛𓏥,ꜣḫw,"power (of god), mastery (over work)",G25-Aa1-Y1-Z2,0,0
273,𓅜𓐍𓏛,ꜣḫw,"power (of god), mastery (over work)",G25-Aa1-Y1,0,0
274,𓅜𓐍𓏥𓅱,ꜣḫw,"power (of god), mastery (over work)",G25-Aa1-Z2-G43,0,0
275,𓏏𓅜𓐍𓈇𓏤,ꜣḫt,arable land,X1-G25-Aa1-N23-Z1,0,0
276,𓈅𓅜𓏤,ꜣḫt,arable land,N21-G25-Z1,0,0
277,𓐍𓅜𓏏𓈅,ꜣḫt,arable land,Aa1-G25-X1-N21,0,0
278,𓄿𓈇𓈅𓏤𓏪,ꜣḫt,"arable land, meadow, tilled land",G1-N23-N21-Z1-Z3,0,0
279,𓅜𓐍𓏏𓆘,ꜣḫt,uraeus serpent,G25-Aa1-X1-I13,0,0
280,𓅜𓏏𓆘,ꜣḫt,uraeus serpent,G25-X1-I13,0,0
281,𓅜𓐍𓏏𓂀,ꜣḫt,uraeus serpent,G25-Aa1-X1-D10,0,0
282,𓅜𓐍𓏏𓁻,ꜣḫt,eye (of god),G25-Aa1-X1-D6,0,0
283,𓅜𓐍𓏏𓊮,ꜣḫt,flame,G25-Aa1-X1-Q7,0,0
284,𓏏𓅜𓏛𓏏𓊮,ꜣḫt,flame,X1-G25-Y1-X1-Q7,0,0
285,𓅜𓐍𓇋𓇋𓏏𓉐,ꜣḫyt,stillroom (?),G25-Aa1-M17-M17-X1-O1,0,0
286,𓈌𓏏𓉐,ꜣḫyt,stillroom (?),N27-X1-O1,0,0
287,𓈌𓏏𓉐,ꜣḫt,horizon,N27-X1-O1,0,0
288,𓅜𓐍𓏏𓏳,ꜣḫt,"horizon, (tomb (of king)",G25-Aa1-X1-Z8,0,0
289,𓅜𓏏𓈌𓉐,ꜣḫt,"horizon, tomb (of king)",G25-X1-N27-O1,0,0
290,𓈌𓏏𓉐𓉐𓀭𓀭,ꜣḫt,"horizon, tomb (of king)",N27-X1-O1-O1-A40-A40,0,0
291,𓈌𓈌𓀭,ꜣḫty,horizon dweller,N27-N27-A40,0,0
292,𓅜𓐍𓏏𓏳𓍘𓇋,ꜣḫty,horizon dweller,G25-Aa1-X1-Z8-U33-M17,0,0
293,𓏏𓅜𓐍𓏳𓏳𓀭,ꜣḫty,horizon dweller,X1-G25-Aa1-Z8-Z8-A40,0,0
294,𓅜𓍿𓏥𓇾,ꜣḫty,horizon dweller,G25-V13-Z2-N16,0,0
295,𓈌𓏏𓅂,ꜣḫtyw,horizon dwellers (a remote people),N27-X1-G4,0,0
296,𓈌𓏏𓉐𓅂𓀭𓏪,ꜣḫtyw,horizon dwellers,N27-X1-O1-G4-A40-Z3,0,0
297,𓄿𓐍𓅂𓈓,ꜣḫtyw,horizon dwellers,G1-Aa1-G4-N33A,0,0
299,𓄿𓐍𓅱𓇶,ꜣḫw,"sunlight, sunshine",G1-Aa1-G43-N8,0,0
300,𓇶𓅆,ꜣḫw,"sunlight, sunshine",N8-G7,0,0
301,𓇶𓅱𓀭,ꜣḫw,"sunlight, sunshine",N8-G43-A40,0,0
302,𓅜𓐍𓇶,ꜣḫw,"sunlight, sunshine",G25-Aa1-N8,0,0
303,𓇋𓄿𓐍𓅱𓇶,ꜣḫw,"sunlight, sunshine",M17-G1-Aa1-G43-N8,0,0
304,𓄿𓐍𓄿𓐍𓆰,ꜣḫꜣḫ,grow green,G1-Aa1-G1-Aa1-M2,0,0
305,𓄿𓐍𓄿𓐍𓇼𓇼𓇼,ꜣḫꜣḫ,stars,G1-Aa1-G1-Aa1-N14-N14-N14,0,0
306,𓄿𓐍𓄿𓐍𓆱𓏥,ꜣḫꜣḫ,(ship) spars (?),G1-Aa1-G1-Aa1-M3-Z2,0,0
307,𓄿𓐍𓆑𓏛,ꜣḫf,fever (of appetite) (?),G1-Aa1-I9-Y1,0,0
308,𓄿𓐍𓆑𓐍𓆑𓊮,ꜣḫfḫf,be fiery,G1-Aa1-I9-Aa1-I9-Q7,0,0
309,𓄿𓄡𓂝𓂷,ꜣẖꜥ,"scratch, srape, carve, engrave",G1-F32-D36-D51,0,0
310,𓄿𓄡𓂝𓏏𓂷,ꜣẖꜥt,"scratch, scar",G1-F32-D36-X1-D51,0,0
311,𓈌𓏏𓏭𓄿𓀭,ꜣḫty,Akhty (god),N27-X1-Z4-G1-A40,0,0
312,𓄿𓄡𓃀𓀁,ꜣẖb,swallow,G1-F32-D58-A2,0,0
313,𓄿𓋴𓍬𓂻𓏒𓏥,ꜣs,"a type of cake, bread",G1-S29-V2-D54-X4-Z2,0,0
314,𓄿𓋴𓍬𓂻,ꜣs,"hurry, flow fast, hasten, overtake, quickly",G1-S29-V2-D54,0,0
315,𓄿𓋴𓏏𓍬𓂻𓐎𓏥,ꜣs,"hurry, flow fast, hasten, overtake, quickly, ",G1-S29-X1-V2-D54-Aa2-Z2,0,0
316,𓄿𓋴𓄃𓂻,ꜣs,"hurry, hasten, make haste",G1-S29-F5-D54,0,0
317,𓄿𓊃𓍬𓂻,ꜣs,"hurry, flow fast, hasten, overtake, quickly",G1-O34-V2-D54,0,0
318,𓄿𓋴𓅯,ꜣs,bald headed vulture,G1-S29-G41,0,0
319,𓄿𓋴𓐎,ꜣjs,"bald,    viscera",G1-S29-Aa2,0,0
320,𓄿𓊃𓐎,ꜣjs,"bald,    viscera",G1-O34-Aa2,0,0
321,𓇋𓋴𓀠,jꜣs,bald,M17-S29-A28,0,0
322,𓄿𓋴𓏏𓄹,ꜣst,"marrow, chittlings,",G1-S29-X1-F51,0,0
323,𓊨𓏏𓁐,ꜣst,Isis,Q1-X1-B1,0,0
324,𓆇𓏏𓁐,ꜣst,Isis (goddess),H8-X1-B1,0,0
325,𓊨𓏏𓅆,ꜣst,Isis (goddess),Q1-X1-G7,0,0
326,𓄿𓊨𓏏𓁐,ꜣst,Isis (goddess),G1-Q1-X1-B1,0,0
327,𓈙𓍿,ꜣst,Isis,N37-V13,0,0
328,𓄿𓋴𓏏𓅪,ꜣst,trembling,G1-S29-X1-G37,0,0
329,𓄿𓊃𓃀𓄁,ꜣsb,"fierce, glowing (of radiance)",G1-O34-D58-F3,0,0
330,𓄿𓋴𓃀𓊮,ꜣsb,"fierce, glowing (of radiance)",G1-S29-D58-Q7,0,0
331,𓄿𓋴𓃀𓇋𓇋𓅱𓊮𓏪,ꜣsbyw,flames,G1-S29-D58-M17-M17-G43-Q7-Z3,0,0
332,𓄿𓊃𓂋𓏏𓇯,ꜣsrt,heaven,G1-O34-D21-X1-N1,0,0
333,𓄿𓋴𓐍𓌴,ꜣsḫ,sickle,G1-S29-Aa1-U2,0,0
334,𓄿𓊃𓐍𓌴𓂡,ꜣsḫ,reap,G1-O34-Aa1-U2-D40,0,0
335,𓄿𓋴𓐍𓌳,ꜣsḫ,reap,G1-S29-Aa1-U1,0,0
336,𓄿𓋴𓐍𓂝,ꜣsḫ,reap,G1-S29-Aa1-D36,0,0
337,𓄿𓋴𓈎𓂾𓂻,ꜣsq,"to tarry, withhold, hold in arrears",G1-S29-N29-D56-D54,0,0
338,𓄿𓋴𓏏𓄹,ꜣst,testicles,G1-S29-X1-F51,0,0
339,𓄿𓈙𓏲𓏊𓏥,ꜣš,a type of drink,G1-N37-Z7-W22-Z2,0,0
340,𓄿𓈙𓂋𓊮,ꜣšr,roast,G1-N37-D21-Q7,0,0
341,𓏏𓏐𓄿𓈙𓂋𓊮,t ꜣšr,toast,X1-X2-G1-N37-D21-Q7,0,0
342,𓄿𓈙𓂋𓄹,ꜣšr,"roast, roast meat, a roast",G1-N37-D21-F51,0,0
343,𓄿𓈙𓂋𓏏𓄹,ꜣšrt,roast joint,G1-N37-D21-X1-F51,0,0
344,𓄿𓈎𓅪,ꜣq,"perish, come to grief",G1-N29-G37,0,0
345,𓄿𓈎𓏲𓅪𓏥,ꜣqw,"ruin, misfortune",G1-N29-Z7-G37-Z2,0,0
346,𓄿𓈎𓅪,ꜣqw,misfortune,G1-N29-G37,0,0
347,𓄿𓈎𓏲𓂷𓌽𓈒𓏥,ꜣqw,flour,G1-N29-Z7-D51-U9-N33-Z2,0,0
348,𓄿𓈎𓋴𓍱,ꜣqs,a type of garment,G1-N29-S29-V6,0,0
349,𓄿𓈎𓂧𓇼𓀭,ꜣqd,a star,G1-N29-D46-N14-A40,0,0
350,𓄿𓎡𓂝,ꜣk,be bent (of elbow),G1-V31-D36,0,0
352,𓄿𓎡𓂋𓆙𓏥,ꜣkrw,earth gods,G1-V31-D21-I14-Z2,0,0
353,𓄿𓎡𓂋𓀭𓏪,ꜣkrw,earth gods,G1-V31-D21-A40-Z3,0,0
354,𓄿𓎡𓂋𓅆𓈓,ꜣkrw,earth gods,G1-V31-D21-G7-N33A,0,0
355,𓄿𓏏𓏭𓆊,ꜣty,"have a care (for), take care of, be heedful",G1-X1-Z4-I3,0,0
356,𓄿𓏏𓊪𓅱𓀋𓀜,ꜣtpw,"load, cargo",G1-X1-Q3-G43-A9-A24,0,0
357,𓀋𓏲𓏛𓏥,ꜣtpw,cargo,A9-Z7-Y1-Z2,0,0
358,𓀋𓊪𓏲𓏛𓏥,ꜣtpw,cargo,A9-Q3-Z7-Y1-Z2,0,0
359,𓄿𓏏𓊪𓅱𓏏𓀋𓂡𓏥,ꜣtpwt,"load, cargo",G1-X1-Q3-G43-X1-A9-D40-Z2,0,0
360,𓄿𓏏𓊪𓇋𓇋𓏏𓀋,ꜣtpwt,cargo,G1-X1-Q3-M17-M17-X1-A9,0,0
361,𓄿𓏏𓊪𓇋𓇋𓀋𓀜,ꜣtp,"load, cargo",G1-X1-Q3-M17-M17-A9-A24,0,0
362,𓄿𓏏𓊪𓇋𓇋𓀋𓏛𓏥,ꜣtp,freight,G1-X1-Q3-M17-M17-A9-Y1-Z2,0,0
363,𓄿𓏏𓊪𓀋𓆱,ꜣtp,coffer,G1-X1-Q3-A9-M3,0,0
365,𓋚,ꜣtfw,Atef crown,S8,0,0
366,𓄿𓏏𓆑𓅱𓋚,ꜣtfw,Atef crown,G1-X1-I9-G43-S8,0,0
367,𓄿𓏏𓆑𓋚𓏥,ꜣtfw,Atef crown,G1-X1-I9-S8-Z2,0,0
368,𓄿𓏏𓆑𓅱𓄅,ꜣtfw,Atef crown,G1-X1-I9-G43-F7,0,0
370,𓄿𓍿𓇋𓇋𓁔,ꜣṯ,nurse,G1-V13-M17-M17-B5,0,0
371,𓄿𓏏𓇋𓇋𓏏𓂾𓁐,ꜣṯ,nurse,G1-X1-M17-M17-X1-D56-B1,0,0
373,𓄿𓏏𓇋𓇋𓏏𓂾𓁐,ꜣṯyt,nurse,G1-X1-M17-M17-X1-D56-B1,0,0
374,𓂾𓏲𓏛𓀜,ꜣṯ,"administrator, foreman, superintendent",D56-Z7-Y1-A24,0,0
376,𓄿𓍘𓇋𓏲𓏏𓆱,ꜣṯyt,bed,G1-U33-M17-Z7-X1-M3,0,0
377,𓄿𓍿𓅱𓏏𓆱,ꜣṯwt,bed,G1-V13-G43-X1-M3,0,0
378,𓄿𓍘𓇋𓏲𓏏𓆱,ꜣṯwt,bed,G1-U33-M17-Z7-X1-M3,0,0
379,𓄿𓍿𓊪𓀋,ꜣṯp,"load, be laden",G1-V13-Q3-A9,0,0
380,𓄿𓏏𓊪𓀋,ꜣṯp,load (a ship),G1-X1-Q3-A9,0,0
382,𓀋𓀜,ꜣṯp,be heavy laden (with trouble),A9-A24,0,0
383,𓄿𓂧𓂻,ꜣd,"quiver, palpitate",G1-D46-D54,0,0
384,𓄿𓂧𓆊,ꜣd,"be savage, be aggressive, be angry, attack, anger",G1-D46-I3,0,0
385,𓄿𓂧𓏲,ꜣd,"be savage, be aggressive, be angry, attack, anger",G1-D46-Z7,0,0
386,𓄿𓂧𓅱𓆊𓀀,ꜣdw,aggressor,G1-D46-G43-I3-A1,0,0
387,𓂧𓄿𓅱𓂝𓀀,ꜣdw,aggressor,D46-G1-G43-D36-A1,0,0
388,𓄿𓏏𓆊,ꜣdw,aggressor,G1-X1-I3,0,0
389,𓄿𓂧𓐎,ꜣd,decay,G1-D46-Aa2,0,0
390,𓄿𓂧𓏭𓏭𓅪,ꜣdy,dire affliction,G1-D46-Z4A-Z4-G37,0,0
391,𓄿𓂧𓏏𓏛𓀜,ꜣdt,prepare (a sleeping place),G1-D46-X1-Y1-A24,0,0
392,𓄿𓂧𓏏𓏯𓀜,ꜣdt,prepare,G1-D46-X1-Z5-A24,0,0
393,𓇋𓄹𓄹𓄹,j,flesh,M17-F51-F51-F51,0,0
394,𓇋𓆰𓏥,j,"reeds, leaves",M17-M2-Z2,0,0
395,𓇋𓏤𓆰𓏥,j,"reeds, leaves (of reeds)",M17-Z1-M2-Z2,0,0
396,𓀀,j,"I, me, my",A1,0,0
397,𓀀,.kwj,I,A1,0,0
398,𓇋,j,"I, me, my",M17,0,0
399,𓀭,j,"I, me, my",A40,0,0
400,𓀻,j,"I, me, my",A50,0,0
401,𓇋𓀀,j,"I, me, my",M17-A1,0,0
402,𓆰,j,"I, me, my",M2,0,0
404,𓇋𓀁,j,"O!, say, utterance",M17-A2,0,0
405,𓇋𓀀,j,"O!, say, utterance",M17-A1,0,0
406,𓇋𓀞,j,O !,M17-A26,0,0
407,𓇋𓇋𓄿,yꜣ,"ah !, indeed, truly",M17-M17-G1,0,0
408,𓇋𓇋𓏯,yꜣ,"ah !, indeed, truly",M17-M17-Z5,0,0
409,𓇋𓇋𓏯𓀁,yꜣ,"ah !, indeed, truly",M17-M17-Z5-A2,0,0
410,𓇋𓇋𓄿𓀁,yꜣ,"ah !, indeed, truly",M17-M17-G1-A2,0,0
411,𓇋𓀁𓇋𓇋𓄿,yꜣ,"ah !, indeed, truly",M17-A2-M17-M17-G1,0,0
412,𓇋𓇋𓄿𓇋𓀁,yꜣ,since,M17-M17-G1-M17-A2,0,0
413,𓇋𓀁𓌥𓃀𓏯𓏛,j ḏbꜣw,in exchange for,M17-A2-T25-D58-Z5-Y1,0,0
414,𓇋𓄿𓏴𓅪𓊗𓏭,jꜣ sp,useless,M17-G1-Z9-G37-O50-Z4,0,0
415,𓇋𓄿𓏴𓅪𓏲𓇋𓄿𓏴𓅪𓏲𓏲,jꜣ jꜣ,"ineffectual, sluggish",M17-G1-Z9-G37-Z7-M17-G1-Z9-G37-Z7-Z7,0,0
416,𓇋𓄿𓏏𓄦,jꜣt,"back (of animal), spine (of man)",M17-G1-X1-F37,0,0
417,𓄦𓏏𓏤,jꜣt,"back (of  animal), middle (of river, lake)",F37-X1-Z1,0,0
418,𓇋𓄿𓏏𓄦𓄻,jꜣt,"back, spine (of man, animal)",M17-G1-X1-F37-F51B,0,0
419,𓇋𓄿𓏏𓄦𓏏𓏤,jꜣt,"back, spine (of man, animal), middle (of river, lake)",M17-G1-X1-F37-X1-Z1,0,0
420,𓄿𓏏𓄦𓄹,jꜣt,back,G1-X1-F37B-F51,0,0
422,𓄿𓏏𓏭𓄬,jꜣt,back,G1-X1-Z4-F41,0,0
423,𓄿𓏏𓄹𓄬𓄻,jꜣt,back,G1-X1-F51B-F41-F51B,0,0
424,𓄿𓏏𓏭𓄦,jꜣt,back,G1-X1-Z4-F37,0,0
426,𓇋𓄿𓏏𓊾,jꜣt,standard (for cult objects),M17-G1-X1-R12,0,0
427,𓇋𓄿𓏏𓈏,jꜣt,"mound, ruin",M17-G1-X1-N30,0,0
428,𓇋𓏏𓈏,jꜣt,"mound, ruin",M17-X1-N30,0,0
429,𓈏𓏏𓏤𓈇,jꜣt,"mound, ruin",N30-X1-Z1-N23,0,0
430,𓊑𓏏𓏤,jꜣt,"office, function",O44-X1-Z1,0,0
431,𓇋𓅱𓏏𓊑𓀀𓏥,jꜣwty,office holder,M17-G43-X1-O44-A1-Z2,0,0
432,𓇋𓄿𓅱𓏏𓊑𓏛𓏥,jꜣwty,workers,M17-G1-G43-X1-O44-Y1-Z2,0,0
433,𓊑𓏏𓅂𓀀𓏪,jꜣtyw,office holders,O44-X1-G4-A1-Z3,0,0
434,𓇋𓄿𓏏𓏯𓏛𓏥,jꜣt,"office, function",M17-G1-X1-Z5-Y1-Z2,0,0
435,𓇋𓄿𓅱𓏏𓊑𓏛𓏥,jꜣwt,"offices, functions",M17-G1-G43-X1-O44-Y1-Z2,0,0
436,𓊑𓏏𓏤𓎟𓏏,jꜣt nbt,every official,O44-X1-Z1-V30-X1,0,0
437,𓇋𓄿𓏏𓅐,jꜣt,a milk goddess,M17-G1-X1-G14,0,0
438,𓋆𓏏𓏏𓏌,jꜣtt,"milk, cream",R19-X1-X1-W24,0,0
439,𓋆𓏏𓏏𓏌,jꜣtt,"milk, cream",R19A-X1-X1-W24,0,0
441,𓇋𓄿𓀢,jꜣj,adore,M17-G1-A30,0,0
442,𓀢,jꜣw,adoration,A30,0,0
443,𓇋𓄿𓅱𓀢,jꜣw,adoration,M17-G1-G43-A30,0,0
444,𓇋𓄿𓀢,jꜣw,adoration,M17-G1-A30,0,0
445,𓇋𓀢𓏪,jꜣw,adoration,M17-A30-Z3,0,0
446,𓇋𓄿𓀢𓏛𓏪,jꜣw,adoration,M17-G1-A30-Y1V-Z3,0,0
447,𓇋𓄿𓅱𓀢𓏛𓏥,jꜣw,adoration,M17-G1-G43-A30-Y1-Z2,0,0
448,𓇋𓄿𓄿𓈅𓏥,jꜣꜣ,mounds of rubble,M17-G1-G1-N21-Z2,0,0
449,𓇋𓄿𓄿𓇋𓇋𓏏𓆰,jꜣꜣyt,rod,M17-G1-G1-M17-M17-X1-M2,0,0
450,𓇋𓄿𓄿𓇋𓇋𓏏𓆰,jꜣꜣyt,"reeds, rushes",M17-G1-G1-M17-M17-X1-M2,0,0
451,𓇋𓄿𓄿𓏏𓇣,jꜣꜣyt,rod,M17-G1-G1-X1-M34,0,0
452,𓇋𓄿𓄿𓏏𓆰𓏪,jꜣꜣt,"rod, twig",M17-G1-G1-X1-M2-Z3,0,0
453,𓇋𓄿𓄿𓏏𓌂,jꜣꜣyt,rod,M17-G1-G1-X1-S42,0,0
454,𓇋𓄿𓄿𓏏𓆰,jꜣꜣyt,rod,M17-G1-G1-X1-M2,0,0
455,𓇋𓄿𓄿𓏏𓆱,jꜣꜣyt,rod,M17-G1-G1-X1-M3,0,0
456,𓀗,jꜣwj,"be aged, attain old age, old age",A19,0,0
457,𓇋𓄿𓅱𓀗,jꜣwj,"be aged, attain old age, old age",M17-G1-G43-A19,0,0
458,𓇋𓅱𓄿𓏭𓀗,jꜣwj,"be aged, attain old age, old age",M17-G43-G1-Z4-A19,0,0
459,𓇋𓄿𓅱𓏏𓀗,jꜣwt,old age,M17-G1-G43-X1-A19,0,0
460,𓀗𓏏,jꜣwt,old age,A19-X1,0,0
461,𓇋𓄿𓇋𓇋𓀗,jꜣy,old age,M17-G1-M17-M17-A19,0,0
462,𓇋𓄿𓅱𓀗𓀀,jꜣw,old man,M17-G1-G43-A19-A1,0,0
463,𓇋𓄿𓀗,jꜣw,old man,M17-G1-A19,0,0
464,𓇋𓄿𓇋𓇋𓏏𓁐,jꜣyt,old woman,M17-G1-M17-M17-X1-B1,0,0
465,𓇋𓄿𓇋𓇋𓏏𓀗𓁐,jꜣyt,old  woman,M17-G1-M17-M17-X1-A19-B1,0,0
466,𓇋𓄿𓏏𓀗,jꜣyt,old  woman,M17-G1-X1-A19,0,0
467,𓇋𓄿𓏏𓅱𓊑𓄛𓏥,jꜣwt,herds,M17-G1-X1-G43-O44-F27-Z2,0,0
468,𓋁𓃀𓌟𓄹𓏥,jꜣb,"finger, toe nail",R15-D58-T19-F51-Z2,0,0
469,𓋁𓃀𓏲𓀁,jꜣb,"to desire, to wish",R15-D58-Z7-A2,0,0
470,𓋁𓃀𓏲𓀁,jꜣbwt,charm,R15-D58-Z7-A2,0,0
471,𓋁𓃀𓏏𓏲𓀾,jꜣbwt,appearance,R15-D58-X1-Z7-A53,0,0
472,𓋁,jꜣby,"left (hand), east, eastern, the left side of",R15,0,0
473,𓋁𓃀𓏭𓂢,jꜣby,"left (hand), east, eastern, left side of",R15-D58-Z4-D41,0,0
474,𓋁𓃀𓈉,jꜣby,"left (hand), east, eastern, the left side of",R15-D58-N25,0,0
475,𓋁𓃀𓂢,jꜣby,"left (hand), east, eastern, the left side of",R15-D58-D41,0,0
476,𓍋𓃀𓏭𓂢,jꜣby,"left (hand), east, eastern, the left side of",U23-D58-Z4-D41,0,0
477,𓋁𓃀𓏏𓈉,jꜣbt,the East,R15-D58-X1-N25,0,0
478,𓋁𓏏,jꜣbt,the East,R15-X1,0,0
479,𓋁𓏏𓃀𓊖𓏏𓏤,jꜣbt,the East,R15-X1-D58-O49-X1-Z1,0,0
480,𓇋𓄿𓃀𓏏,jꜣbt,the East,M17-G1-D58-X1,0,0
481,𓃥𓏏𓇿,jꜣbt.t,the East,E17-X1-N17,0,0
482,𓋁𓃀𓏏𓏭,jꜣbty,"east, eastern, left hand",R15-D58-X1-Z4,0,0
483,𓏏𓋁𓏭,jꜣbty,"east, eastern, left hand, the East",X1-R15-Z4,0,0
484,𓋁𓃀𓏏𓈉,jꜣbty,"east, eastern",R15-D58-X1-N25,0,0
485,𓇋𓄿𓃀𓍘,jꜣbty,"east, eastern",M17-G1-D58-U33,0,0
486,𓋁𓃀𓏏𓊌,jꜣbty,"east, eastern",R15-D58-X1-O39,0,0
487,𓋁𓃀𓏏𓏭𓈇,jꜣbty,left hand,R15-D58-X1-Z4-N23,0,0
488,𓋁𓃀𓅂𓀀𓁐𓏥,jꜣbtyw,Easterners,R15-D58-G4-A1-B1-Z2,0,0
489,𓋁𓅂𓏥,jꜣbtyw,Easterners,R15-G4-Z2,0,0
490,𓋁𓃀𓏏𓅂𓈇𓏤,jꜣbtyw,the east of,R15-D58-X1-G4-N23-Z1,0,0
491,𓋁𓃀𓅂𓈉,jꜣbtyw,the east of,R15-D58-G4-N25,0,0
492,𓋁𓅂𓈅𓏤,jꜣbtyw,the east of,R15-G4-N21-Z1,0,0
493,𓋁𓊡,jꜣb,the east wind,R15-P5,0,0
494,𓋁𓊡𓏏,jꜣbt,the east wind,R15-P5-X1,0,0
495,𓋁𓃀𓏏𓊡,jꜣbt,the east wind,R15-D58-X1-P5,0,0
496,𓇋𓄿𓃀𓊡,jꜣb,the east wind,M17-G1-D58-P5,0,0
497,𓋁𓃀𓏏𓏏𓈉,jꜣbtt,the East,R15-D58-X1-X1-N25,0,0
498,𓋁𓏏𓏏,jꜣbtt,the East,R15-X1-X1,0,0
499,𓋁𓃀𓏏𓈇𓏏𓏤,jꜣbtt,the East,R15-D58-X1-N23-X1-Z1,0,0
500,𓋁𓃀𓏏𓏏𓆱,jꜣbtt,snare (?),R15-D58-X1-X1-M3,0,0
501,𓋁𓃀𓏲𓄛𓏪,jꜣbw,leopard,R15-D58-Z7-F27-Z3,0,0
502,𓇋𓄿𓊪𓏏𓐪,jꜣpt,"post, stake",M17-G1-Q3-X1-Aa28,0,0
503,𓇋𓄿𓆑𓏏𓆆,jꜣft,claw (of bird of prey),M17-G1-I9-X1-H7,0,0
505,𓇋𓄿𓅓𓍢,jꜣm,bind (the sacrifice),M17-G1-G17-V1,0,0
508,𓇋𓄿𓅓𓌂,jꜣm,offer (to),M17-G1-G17-S42,0,0
509,𓇋𓌳𓆭𓅓𓈉,jꜣm,Yam (foreign country),M17-U1-M1-G17-N25,0,0
510,𓇋𓄿𓏭𓂋𓏤𓄛𓏫,jꜣr,lion (?),M17-G1-Z4-D21-Z1-F27-Z3A,0,0
511,𓇋𓄿𓂋𓅱𓆰𓏥,jꜣrw,rushes (plants),M17-G1-D21-G43-M2-Z2,0,0
512,𓇋𓄿𓂋𓂋𓁼,jꜣrr,"be dim (of eye), be weak (of heart)",M17-G1-D21-D21-D7,0,0
513,𓇋𓄿𓂋𓂋𓁹𓅪,jꜣrr,"be dim (of eye), be weak (of heart)",M17-G1-D21-D21-D4-G37,0,0
514,𓇋𓄿𓂋𓂋𓏏𓇭,jꜣrrt,vine,M17-G1-D21-D21-X1-M43,0,0
515,𓇋𓁹𓂋𓏏𓇭,jꜣrrt,vine,M17-D4-D21-X1-M43,0,0
516,𓇋𓄿𓂋𓂋𓏏𓁺𓈒𓏥,jꜣrrt,grapes,M17-G1-D21-D21-X1-D5-N33-Z2,0,0
517,𓇋𓀁𓁹𓂋𓏯𓈒𓏥,jꜣrrt,grapes,M17-A2-D4-D21-Z5-N33-Z2,0,0
518,𓇋𓄿𓁹𓂋𓏯𓈒𓏥,jꜣrrt,pine cone,M17-G1-D4-D21-Z5-N33-Z2,0,0
519,𓇋𓄿𓂋𓏏𓁸,jꜣrt,lock of hair,M17-G1-D21-X1-D3,0,0
520,𓇋𓄿𓐍𓅱𓇶,jꜣḫw,"sunshine, radiance",M17-G1-Aa1-G43-N8,0,0
521,𓇶𓅱𓀭,jꜣḫw,radiance (as a god),N8-G43-A40,0,0
522,𓇋𓄿𓐍𓅱𓀭,jꜣḫw,radiance (as a god),M17-G1-Aa1-G43-A40,0,0
523,𓇋𓄿𓋴𓀠,jꜣs,bald,M17-G1-S29-A28,0,0
524,𓄿𓊃𓐎,jꜣs,bald,G1-O34-Aa2,0,0
525,𓇋𓋴𓐎,jꜣs,bald,M17-S29-Aa2,0,0
526,𓇋𓋴𓀠,jꜣs,bald,M17-S29-A28,0,0
527,𓇋𓄿𓈙𓀁,jꜣš,"call, summon",M17-G1-N37-A2,0,0
529,𓇋𓄿𓈎𓋾,jꜣq,"to rule over, to govern",M17-G1-N29-S38,0,0
