pie 	 adverb 	 piously 	 piously
alfabeto 	 noun 	 alphabet 	 alphabet
larme 	 adverb 	 tearily 	 tearily
muro 	 noun 	 wall 	 wall
muu 	 interjection 	 moo 	 moo
pasko 	 noun 	 Easter 	 Easter
pasko 	 noun 	 Passover 	 Passover
pasko 	 noun 	 hebrea 	 hebrea pasko
mise 	 adjective 	 manner 	 in a wrong manner, wrongly
mise 	 adjective 	 wrongly 	 in a wrong manner, wrongly
persona 	 adjective 	 personal 	 personal
grade 	 adverb 	 gradually 	 gradually
viola 	 adjective 	 violet 	 of or relating to the flower violet
pesto 	 noun 	 pestilence 	 pestilence
zefiro 	 noun 	 zephyr 	 zephyr
nuna 	 adjective 	 current 	 present, current, of the present time
nuna 	 adjective 	 time 	 present, current, of the present time
nuna 	 adjective 	 present 	 present, current, of the present time
zoologo 	 noun 	 zoologist 	 a zoologist
ora 	 adjective 	 golden 	 golden
dense 	 adverb 	 densely 	 densely
telefono 	 noun 	 telephone 	 telephone
mil 	 numeral 	 thousand 	 cardinal numbers thousand
indiana 	 adjective 	 American Indian 	 Native American; American Indian
indiana 	 adjective 	 Native American 	 Native American; American Indian
halo 	 noun 	 hall 	 hall, very large room
halo 	 noun 	 room 	 hall, very large room
viro 	 noun 	 man 	 man
uzi 	 verb 	 use 	 to use
dogma 	 adjective 	 dogmatical 	 dogmatic, dogmatical
dogma 	 adjective 	 dogmatic 	 dogmatic, dogmatical
mia 	 determiner 	 my 	 my, mine
mia 	 determiner 	 mine 	 my, mine
karma 	 adjective 	 karmic 	 karmic
abelo 	 noun 	 bee 	 bee
abio 	 noun 	 fir 	 fir tree
aboni 	 verb 	 subscribe 	 to have a subscription, subscribe to
aboni 	 verb 	 subscription 	 to have a subscription, subscribe to
aboni 	 verb 	 have 	 to have a subscription, subscribe to
acero 	 noun 	 maple 	 maple
acida 	 adjective 	 acidic 	 acidic, sour
acida 	 adjective 	 sour 	 acidic, sour
adiaŭ 	 interjection 	 goodbye 	 goodbye, farewell
adiaŭ 	 interjection 	 farewell 	 goodbye, farewell
adiaŭ 	 interjection 	 ciao 	 gloss=ciao
administri 	 verb 	 administer 	 to administer
admiri 	 verb 	 admire 	 to admire
adori 	 verb 	 worship 	 to worship
adori 	 verb 	 adore 	 to adore
adulti 	 verb 	 adultery 	 to commit adultery
aero 	 noun 	 air 	 air
aĝo 	 noun 	 age 	 age
akaro 	 noun 	 tick 	 tick
akaro 	 noun 	 mite 	 mite
akcento 	 noun 	 stress 	 accent, stress, emphasis
akcento 	 noun 	 accent 	 accent, stress, emphasis
akcento 	 noun 	 emphasis 	 accent, stress, emphasis
akra 	 adjective 	 sharp 	 sharp
akra 	 adjective 	 keen 	 acute, keen
akra 	 adjective 	 acute 	 acute, keen
akra 	 adjective 	 acute 	 acute
alia 	 adjective 	 another 	 other, another
alia 	 adjective 	 other 	 other, another
alia 	 adjective 	 w:L. L. Zamenhof 	 * 1915, L. L. Zamenhof , Malnova Testamento, Genezo 25:1
monotone 	 adverb 	 monotonously 	 monotonously
monotone 	 adverb 	 monotone 	 in monotone
almenaŭ 	 adverb 	 at least 	 at least
alta 	 adjective 	 high 	 high
alta 	 adjective 	 w:The Death Ship 	 * year=2003|title=Mortula ŝipo| publisher=Inko| location=Tyresö| author=Hans-Georg Kaiser | original=Das Totenschiff| by=B. Traven| isbn=9173031372| chapter=46| passage=La suno leviĝis. Freŝe laviĝinte ĝi eliris el sia marbanejo supren en la altan ĉielon.| translation=The sun rose up. Freshly washed, it left its ocean bath and went up into the high sky
alta 	 adjective 	 high 	 high
alta 	 adjective 	 tall 	 tall
alta 	 adjective 	 w:L. L. Zamenhof 	 * 1906, L. L. Zamenhof, speech to the 2nd Esperanto Congress in Geneva
alta 	 adjective 	 high-minded 	 high-minded, noble
alta 	 adjective 	 noble 	 high-minded, noble
alteo 	 noun 	 marshmallow 	 the marshmallow plant
alteo 	 noun 	 plant 	 the marshmallow plant
alteo 	 noun 	 Althaea 	 any plant currently or formerly classified in the genus Althaea
alteo 	 noun 	 genus 	 any plant currently or formerly classified in the genus Althaea
alteo 	 noun 	 plant 	 any plant currently or formerly classified in the genus Althaea
alterni 	 verb 	 alternate 	 to alternate
amaso 	 noun 	 mass 	 mass
amaso 	 noun 	 stack 	 heap, pile, stack
amaso 	 noun 	 heap 	 heap, pile, stack
amaso 	 noun 	 pile 	 heap, pile, stack
amaso 	 noun 	 flock 	 crowd , flock, herd
amaso 	 noun 	 crowd 	 crowd , flock, herd
amaso 	 noun 	 herd 	 crowd , flock, herd
ambaŭ 	 determiner 	 both 	 both
amelo 	 noun 	 starch 	 starch
anĝelo 	 noun 	 angel 	 angel
angulo 	 noun 	 corner 	 corner
angulo 	 noun 	 angle 	 angle
animo 	 noun 	 soul 	 soul
animo 	 noun 	 driving force 	 soul, driving force
animo 	 noun 	 mood 	 passion and feeling, spirit, mood
animo 	 noun 	 spirit 	 passion and feeling, spirit, mood
animo 	 noun 	 feeling 	 passion and feeling, spirit, mood
animo 	 noun 	 passion 	 passion and feeling, spirit, mood
ankaŭ 	 adverb 	 also 	 also, too
ankaŭ 	 adverb 	 too 	 also, too
ankoraŭ 	 adverb 	 still 	 still
ankoraŭ 	 adverb 	 yet 	 yet
ansero 	 noun 	 goose 	 goose
ansero 	 noun 	 ignoramus 	 goose , ignoramus
ansero 	 noun 	 anatid 	 t=anatid
antaŭtuko 	 noun 	 apron 	 apron
aparta 	 adjective 	 separate 	 separate
apenaŭ 	 adverb 	 hardly 	 scarcely; barely; hardly
apenaŭ 	 adverb 	 barely 	 scarcely; barely; hardly
apenaŭ 	 adverb 	 scarcely 	 scarcely; barely; hardly
aplaŭdi 	 verb 	 applaud 	 to applaud
apro 	 noun 	 wild boar 	 wild boar
aprilo 	 noun 	 April 	 April
arbitra 	 adjective 	 arbitrary 	 arbitrary
arĉo 	 noun 	 bow 	 bow
areno 	 noun 	 arena 	 arena
arĝento 	 noun 	 silver 	 silver
argumenti 	 verb 	 argue 	 to argue
argumenti 	 verb 	 put forth 	 to put forth an argument in support of one's case
argumenti 	 verb 	 argument 	 to put forth an argument in support of one's case
arko 	 noun 	 arc 	 arc
arko 	 noun 	 arch 	 arch
arko 	 noun 	 bow 	 bow for shooting arrows
armi 	 verb 	 arm 	 arm
aroganta 	 adjective 	 arrogant 	 arrogant
arto 	 noun 	 art 	 art
aso 	 noun 	 ace 	 ace
aso 	 noun 	 ace of spades 	 pika aso|inline=1|the ace of spades
aso 	 noun 	 pip 	 a die or half of a domino with one pip in play
aso 	 noun 	 domino 	 a die or half of a domino with one pip in play
aso 	 noun 	 die 	 a die or half of a domino with one pip in play
asparago 	 noun 	 asparagus 	 asparagus
atendi 	 verb 	 wait for 	 to wait for
atendi 	 verb 	 expect 	 to expect
atendi 	 verb 	 wait 	 to wait
atenta 	 adjective 	 attentive 	 attentive
atesti 	 verb 	 attest 	 to attest
atesti 	 verb 	 witness 	 to bear witness
aŭ 	 conjunction 	 or 	 or
aŭ 	 conjunction 	 w:L. L. Zamenhof 	 * 1915, L. L. Zamenhof , Malnova Testamento, Kroniko Libro Dua 6:28
aŭ 	 conjunction 	 or 	 either ... or
aŭ 	 conjunction 	 either 	 either ... or
aŭdi 	 verb 	 hear 	 to hear
aŭdi 	 verb 	 w:Henry Wadsworth Longfellow 	 * Ros' Haruo , "La sonorilojn aŭdis mi", original by Henry Wadsworth Longfellow
aŭdi 	 verb 	 hear 	 to hear
aŭgusto 	 noun 	 August 	 August
aŭtuno 	 noun 	 autumn 	 autumn, fall the season
aŭtuno 	 noun 	 fall 	 autumn, fall the season
avo 	 noun 	 grandfather 	 grandfather
avo 	 noun 	 old 	 old man
avo 	 noun 	 man 	 old man
avara 	 adjective 	 avaricious 	 avaricious
avara 	 adjective 	 miserly 	 miserly
aventuro 	 noun 	 adventure 	 adventure
avida 	 adjective 	 eager 	 eager
avida 	 adjective 	 avid 	 avid
averti 	 verb 	 warn 	 to warn
averti 	 verb 	 prevent 	 to prevent
avizo 	 noun 	 notice 	 notice
avizo 	 noun 	 notification 	 notification
azoto 	 noun 	 nitrogen 	 nitrogen
baki 	 verb 	 bake 	 to bake
balanci 	 verb 	 swing 	 to swing
balanci 	 verb 	 rock 	 to rock
baldaŭ 	 adverb 	 soon 	 soon
baleno 	 noun 	 whale 	 whale
bani 	 verb 	 bathe 	 to bathe
bando 	 noun 	 band 	 band
bando 	 noun 	 gang 	 gang
banto 	 noun 	 bow 	 bow
barbo 	 noun 	 beard 	 beard
barbo 	 noun 	 hair 	 gloss=a hair
barĉo 	 noun 	 borscht 	 borscht
barko 	 noun 	 barque 	 barque
basto 	 noun 	 bast 	 bast
bastiono 	 noun 	 bastion 	 bastion
bati 	 verb 	 strike 	 to beat, to strike, to hit
bati 	 verb 	 beat 	 to beat, to strike, to hit
bati 	 verb 	 hit 	 to beat, to strike, to hit
bedo 	 noun 	 bed 	 bed
beko 	 noun 	 beak 	 beak
bela 	 adjective 	 pretty 	 beautiful, pretty
bela 	 adjective 	 beautiful 	 beautiful, pretty
bela 	 adjective 	 w:L. L. Zamenhof 	 * 1915, L. L. Zamenhof , Malnova Testamento, Genezo 12:14
beni 	 verb 	 bless 	 to bless
benko 	 noun 	 bench 	 bench
bero 	 noun 	 berry 	 berry
beto 	 noun 	 red beet 	 red beet
beto 	 noun 	 beta 	 beta
besto 	 noun 	 animal 	 animal
besto 	 noun 	 animal 	 nonhuman animal
besto 	 noun 	 nonhuman 	 nonhuman animal
besto 	 noun 	 beast 	 beast
bindi 	 verb 	 bind 	 to bind
birdo 	 noun 	 bird 	 bird
bismuto 	 noun 	 bismuth 	 bismuth
blanka 	 adjective 	 white 	 white white
blanka 	 adjective 	 blank 	 blank
blato 	 noun 	 cockroach 	 cockroach
blinda 	 adjective 	 blind 	 blind
boji 	 verb 	 bark 	 to bark
boli 	 verb 	 boil 	 to boil
bona 	 adjective 	 good 	 good
bori 	 verb 	 bore 	 to bore
bori 	 verb 	 drill 	 to drill
bordo 	 noun 	 shore 	 shore
bordo 	 noun 	 bank 	 bank
bordo 	 noun 	 border 	 border
borso 	 noun 	 bourse 	 bourse
borso 	 noun 	 exchange 	 exchange
boto 	 noun 	 boot 	 boot
bramo 	 noun 	 bream 	 bream
brano 	 noun 	 bran 	 bran
branĉo 	 noun 	 branch 	 branch
brando 	 noun 	 brandy 	 brandy
brando 	 noun 	 spirit 	 spirits
branko 	 noun 	 gill 	 gill of a fish, etc
brava 	 adjective 	 valiant 	 brave, valiant
brava 	 adjective 	 brave 	 brave, valiant
breto 	 noun 	 shelf 	 shelf
brido 	 noun 	 bridle 	 bridle
brodi 	 verb 	 stitch 	 to stitch
brodi 	 verb 	 embroider 	 to embroider
bronzo 	 noun 	 bronze 	 bronze
bruna 	 adjective 	 brown 	 brown brown
bruto 	 noun 	 head 	 head of livestock
bruto 	 noun 	 livestock 	 head of livestock
bruto 	 noun 	 brute 	 brute
bubo 	 noun 	 waif 	 urchin, waif, kid , gamin
bubo 	 noun 	 urchin 	 urchin, waif, kid , gamin
bubo 	 noun 	 kid 	 urchin, waif, kid , gamin
bubo 	 noun 	 gamin 	 urchin, waif, kid , gamin
bubo 	 noun 	 jack 	 jack
bubalo 	 noun 	 water buffalo 	 water buffalo
buĉi 	 verb 	 slaughter 	 to slaughter
buĉi 	 verb 	 butcher 	 to butcher
budo 	 noun 	 shed 	 shed
budo 	 noun 	 kiosk 	 booth, kiosk
budo 	 noun 	 booth 	 booth, kiosk
bufo 	 noun 	 toad 	 toad
buko 	 noun 	 buckle 	 buckle
bulo 	 noun 	 ball 	 ball
bulo 	 noun 	 clod 	 clod
burdo 	 noun 	 bumble-bee 	 bumble-bee
burĝo 	 noun 	 burgher 	 burgher
burĝo 	 noun 	 bourgeoisie 	 member of the bourgeoisie
burĝo 	 noun 	 bourgeoise 	 gloss=bourgeoise
burĝo 	 noun 	 bourgeoisie 	 gloss=bourgeoisie
buŝo 	 noun 	 mouth 	 mouth
decide 	 adverb 	 decisively 	 decisively
decide 	 adverb 	 decidedly 	 decidedly
viva 	 adjective 	 alive 	 alive
viva 	 adjective 	 lively 	 lively
viva 	 adjective 	 live 	 live
ĉamo 	 noun 	 chamois 	 chamois
periodo 	 noun 	 period 	 period of time
ĉambro 	 noun 	 room 	 room
ĉambro 	 noun 	 chamber 	 chamber
ĉampano 	 noun 	 champagne 	 champagne
ĉano 	 noun 	 cock 	 cock
ĉapo 	 noun 	 cap 	 cap
ĉapo 	 noun 	 bonnet 	 bonnet
ĉapo 	 noun 	 baseball cap 	 t=baseball cap
ĉapo 	 noun 	 biretta 	 t=biretta
ĉapo 	 noun 	 yarmulke 	 t=yarmulke
ĉapo 	 noun 	 hat 	 t=hat
ĉapelo 	 noun 	 hat 	 hat
ĉapelo 	 noun 	 circumflex 	 circumflex
ĉapelo 	 noun 	 top hat 	 cilindra ĉapelo, t=top hat
ĉapelo 	 noun 	 fez 	 t=fez
ĉapelo 	 noun 	 sombrero 	 t=sombrero
ĉapelo 	 noun 	 trilby 	 t=trilby
ĉapelo 	 noun 	 cowboy hat 	 t=cowboy hat
ĉar 	 conjunction 	 because 	 because
ĉar 	 conjunction 	 for 	 for
ĉarma 	 adjective 	 delightful 	 charming, endearing, delightful, cute
ĉarma 	 adjective 	 cute 	 charming, endearing, delightful, cute
ĉarma 	 adjective 	 charming 	 charming, endearing, delightful, cute
ĉarma 	 adjective 	 endearing 	 charming, endearing, delightful, cute
ĉarpenti 	 verb 	 carpenter 	 do the work of a carpenter
ĉarpio 	 noun 	 lint 	 lint
ĉasi 	 verb 	 hunt 	 to hunt
ĉasta 	 adjective 	 chaste 	 chaste
cedi 	 verb 	 give in 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 give way 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 comply 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 compliment 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 cede 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 grant 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 submit 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 accommodate 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 yield 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedi 	 verb 	 concede 	 to accommodate, to cede, to compliment to comply, to concede, to give in, to give way, to grant, to submit, to yield
cedro 	 noun 	 cedar 	 cedar
ĉefo 	 noun 	 chief 	 chief
ĉefo 	 noun 	 head 	 head
celi 	 verb 	 aim 	 to aim for, aim at
ĉelo 	 noun 	 cell 	 cell
ĉelo 	 noun 	 cell 	 cell
cemento 	 noun 	 cement 	 cement
ĉeno 	 noun 	 chain 	 chain
ĉerizo 	 noun 	 cherry 	 cherry
certa 	 adjective 	 certain 	 certain, sure
certa 	 adjective 	 sure 	 certain, sure
certa 	 adjective 	 w:World Congress of Esperanto 	 * 1910, L. L. Zamenhof, speech at the sixth World Congress of Esperanto in Washington, D.C
certa 	 adjective 	 w:L. L. Zamenhof 	 * 1910, L. L. Zamenhof, speech at the sixth World Congress of Esperanto in Washington, D.C
certa 	 adjective 	 determinate 	 certain, some, determinate
certa 	 adjective 	 some 	 certain, some, determinate
certa 	 adjective 	 certain 	 certain, some, determinate
certigi 	 verb 	 assure 	 to assure
certigi 	 verb 	 check 	 to check, certify
certigi 	 verb 	 certify 	 to check, certify
cervo 	 noun 	 deer 	 deer
ĉesi 	 verb 	 cease 	 to cease
ĉesi 	 verb 	 desist 	 to desist
ĉesi 	 verb 	 stop 	 to stop
sfera 	 adjective 	 spherical 	 spherical
mondo 	 noun 	 world 	 world
mondo 	 noun 	 existence 	 human collective existence; existence in general
origine 	 adverb 	 initially 	 originally, initially
origine 	 adverb 	 originally 	 originally, initially
severe 	 adverb 	 severely 	 severely
morte 	 adverb 	 deathly 	 deathly, mortally
morte 	 adverb 	 mortally 	 deathly, mortally
matura 	 adjective 	 mature 	 mature, ripe
matura 	 adjective 	 ripe 	 mature, ripe
min 	 pronoun 	 myself 	 myself
avaro 	 noun 	 avarice 	 avarice
spirito 	 noun 	 spirit 	 spirit
flora 	 adjective 	 floral 	 floral
fondo 	 noun 	 foundation 	 foundation, founding
fondo 	 noun 	 founding 	 foundation, founding
energia 	 adjective 	 energetic 	 energetic
dek 	 numeral 	 ten 	 cardinal numbers ten
nul 	 numeral 	 zero 	 cardinal numbers nought, zero, nil
nul 	 numeral 	 nil 	 cardinal numbers nought, zero, nil
nul 	 numeral 	 nought 	 cardinal numbers nought, zero, nil
ĉielo 	 noun 	 sky 	 sky
ĉielo 	 noun 	 heaven 	 heaven
novembro 	 noun 	 November 	 November
ŝi 	 pronoun 	 she 	 she
ri 	 pronoun 	 gender-neutral 	 they singular. A gender-neutral singular third-person personal pronoun
patro 	 noun 	 father 	 father
patriĉo 	 noun 	 father 	 father
metodo 	 noun 	 method 	 method
lumo 	 noun 	 lightNoun 	 light
granda 	 adjective 	 big 	 big, large
granda 	 adjective 	 large 	 big, large
lando 	 noun 	 land 	 country, land, nation
lando 	 noun 	 nation 	 country, land, nation
lando 	 noun 	 country 	 country, land, nation
fino 	 noun 	 ending 	 end, ending
fino 	 noun 	 end 	 end, ending
olda 	 adjective 	 old 	 old
olda 	 adjective 	 old 	 old
olda 	 adjective 	 conservative 	 old-fashioned or overly conservative in one's manner or point of view
olda 	 adjective 	 old-fashioned 	 old-fashioned or overly conservative in one's manner or point of view
olda 	 adjective 	 old 	 old
ronda 	 adjective 	 round 	 round
dorso 	 noun 	 back 	 back
parto 	 noun 	 part 	 part
parto 	 noun 	 share 	 share
multa 	 adjective 	 a lot 	 much, a lot
multa 	 adjective 	 much 	 much, a lot
angula 	 adjective 	 corner 	 corner
angula 	 adjective 	 angular 	 angular
esto 	 noun 	 being 	 being
fora 	 adjective 	 distant 	 far, distant
fora 	 adjective 	 far 	 far, distant
formo 	 noun 	 shape 	 form, shape, image
formo 	 noun 	 image 	 form, shape, image
formo 	 noun 	 form 	 form, shape, image
ludo 	 noun 	 game 	 game
sika 	 adjective 	 Sikh 	 Sikh
plano 	 noun 	 plan 	 plan, design, scheme, diagram
plano 	 noun 	 scheme 	 plan, design, scheme, diagram
plano 	 noun 	 diagram 	 plan, design, scheme, diagram
plano 	 noun 	 design 	 plan, design, scheme, diagram
oro 	 noun 	 gold 	 gold
komuna 	 adjective 	 shared 	 common, shared
komuna 	 adjective 	 common 	 common, shared
ordinara 	 adjective 	 ordinary 	 ordinary, common
ordinara 	 adjective 	 common 	 ordinary, common
luno 	 noun 	 moon 	 moon
profunda 	 adjective 	 deep 	 deep
pomo 	 noun 	 apple 	 apple
plena 	 adjective 	 full 	 full, complete
plena 	 adjective 	 complete 	 full, complete
roto 	 noun 	 rho 	 rho
ses 	 numeral 	 six 	 cardinal numbers six
nulo 	 noun 	 empty set 	 a set of zero, i.e. an empty set
nulo 	 noun 	 zero 	 a set of zero, i.e. an empty set
klara 	 adjective 	 clear 	 clear
mento 	 noun 	 mint 	 mint
forta 	 adjective 	 strong 	 strong
minuto 	 noun 	 minute 	 minute
varma 	 adjective 	 hot 	 warm, hot temperature
varma 	 adjective 	 warm 	 warm, hot temperature
rapida 	 adjective 	 fast 	 quick, fast, rapid
rapida 	 adjective 	 rapid 	 quick, fast, rapid
rapida 	 adjective 	 quick 	 quick, fast, rapid
verda 	 adjective 	 green 	 green in color 0F0
stelo 	 noun 	 star 	 a star
programo 	 noun 	 programme 	 program US, programme UK
programo 	 noun 	 program 	 program US, programme UK
blogo 	 noun 	 blog 	 A blog
noto 	 noun 	 note 	 a note
noto 	 noun 	 rating 	 a grade or rating
noto 	 noun 	 grade 	 a grade or rating
aj 	 interjection 	 oh dear 	 ow! ouch! oh dear! expression of pain,  surprise, etc
aj 	 interjection 	 ouch 	 ow! ouch! oh dear! expression of pain,  surprise, etc
aj 	 interjection 	 ow 	 ow! ouch! oh dear! expression of pain,  surprise, etc
aktiva 	 adjective 	 active 	 active
merito 	 noun 	 merit 	 merit
absurda 	 adjective 	 absurd 	 absurd
milito 	 noun 	 war 	 war
disko 	 noun 	 disk 	 disk
jene 	 adverb 	 manner 	 in the following manner, as follows, like this
jene 	 adverb 	 the 	 in the following manner, as follows, like this
