указ 	 noun 	 ukase 	 enactment, ordinance, decree, edict, ukase
арба 	 noun 	 полова 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 че́рез 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 скрыться 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 изгибаться 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 краси́во 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 о́блако 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 за 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 она́ 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 w:Novoye Vremya  	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 гумно 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 хлеб 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 двор 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 золотистый 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
арба 	 noun 	 побежать 	 * year=1888|author=Антон Павлович Чехов |title=Новое время|chapter=Красавицы|year2=1920|translator2=Constance Garnett|title2=The Schoolmistress and other stories|chapter2=The Beauties|publisher2=Chatto &amp; Windus|url2=https://archive.org/details/cu31924014264661/page/n295 IA |page2=289|passage=... краси́во изгиба́ясь под тя́жестью хле́ба, она́ побежа́ла че́рез двор  гумну́, шмыгну́ла че́рез плете́нь , окуну́вшись  о́блако золоти́стой поло́вы, скры́лась за а́рбами.|translation=... swaying gracefully under the weight of the bread, she ran across the yard to the threshing-floor, darted over the hurdle, and, wrapt in a cloud of golden chaff, vanished behind the carts
