gratis 	 adverb 	 free 	 free, without charge, gratis
habit 	 noun 	 evening dress 	 article of clothing, garment, dress-coat, evening dress, tails, full dress
habitable 	 adjective 	 inhabitable 	 habitable, inhabitable
habitat 	 noun 	 English 	 habitat
hacienda 	 noun 	 English 	 hacienda
mine 	 noun 	 pencil lead 	 pencil lead
mine 	 noun 	 piledriver 	 piledriver, scorcher
mine 	 noun 	 scorcher 	 piledriver, scorcher
mine 	 noun 	 appearance 	 appearance, physical aspect; expression
mine 	 noun 	 expression 	 appearance, physical aspect; expression
ours 	 noun 	 bear 	 bear
ours 	 noun 	 masthead 	 masthead
former 	 verb 	 form 	 to form
former 	 verb 	 shape 	 to shape
former 	 verb 	 educate 	 to train; to educate
former 	 verb 	 train 	 to train; to educate
bisque 	 noun 	 English 	 bisque
bisque 	 noun 	 advantage 	 advantage
chartreuse 	 noun 	 English 	 chartreuse
chartreuse 	 noun 	 Carthusian 	 Grande Chartreuse;or any Carthusian monastery
chartreuse 	 noun 	 wikipedia:Grande Chartreuse 	 Grande Chartreuse;or any Carthusian monastery
chartreuse 	 noun 	 monastery 	 Grande Chartreuse;or any Carthusian monastery
pigment 	 noun 	 English 	 pigment, coloring substance
finale 	 noun 	 finalNoun 	 a final
homophone 	 adjective 	 homophonous 	 homophonous
homophone 	 noun 	 English 	 homophone
rat 	 noun 	 sweetheart 	 sweetheart
rat 	 noun 	 scrooch 	 scrooch
indigo 	 noun 	 English 	 indigo
indigo 	 adjective 	 English 	 indigo
tan 	 noun 	 pulped 	 pulped oak bark used in the tanning process
tan 	 noun 	 tanning 	 pulped oak bark used in the tanning process
tan 	 noun 	 bark 	 pulped oak bark used in the tanning process
tan 	 noun 	 oak 	 pulped oak bark used in the tanning process
lob 	 noun 	 English 	 lob
sorbet 	 noun 	 sorbetEnglish 	 sorbet, sherbet
sorbet 	 noun 	 sherbet 	 sorbet, sherbet
bronze 	 noun 	 English 	 bronze
chair 	 noun 	 flesh 	 flesh
rose 	 noun 	 rose window 	 rose window
rose 	 noun 	 pink 	 pink
rose 	 adjective 	 pink 	 pink
rose 	 adjective 	 pink 	 pink, left-wing
rose 	 adjective 	 left-wing 	 pink, left-wing
rose 	 adjective 	 erotic 	 erotic, blue
rose 	 adjective 	 blue 	 erotic, blue
rose 	 adjective 	 rosy 	 rosy, rose-tinted
rose 	 adjective 	 rose-tinted 	 rosy, rose-tinted
tin 	 noun 	 support 	 a wooden support, often used on watercraft
tin 	 noun 	 wooden 	 a wooden support, often used on watercraft
tin 	 noun 	 watercraft 	 a wooden support, often used on watercraft
taupe 	 noun 	 mole 	 mole
taupe 	 noun 	 mole 	 mole
taupe 	 noun 	 tunneler 	 tunneler
taupe 	 noun 	 higher 	 higher mathematics class
taupe 	 noun 	 mathematics 	 higher mathematics class
taupe 	 noun 	 class 	 higher mathematics class
taupe 	 adjective 	 English 	 taupe
caracal 	 noun 	 English 	 caracal
boss 	 noun 	 English 	 boss
civil 	 adjective 	 English 	 civil war, marriage etc
civil 	 adjective 	 lay 	 lay
civil 	 adjective 	 civilian 	 civilian
civil 	 adjective 	 English 	 civil, courteous, polite
civil 	 adjective 	 courteous 	 civil, courteous, polite
civil 	 adjective 	 polite 	 civil, courteous, polite
civil 	 noun 	 civilian 	 civilian
guacamole 	 noun 	 English 	 guacamole
omelette 	 noun 	 English 	 omelette
carne 	 noun 	 meat 	 meat
carne 	 noun 	 nag 	 nag 
carne 	 noun 	 angle 	 angle, corner
carne 	 noun 	 corner 	 angle, corner
carne 	 noun 	 pen 	 The tubular part of a pen
carnation 	 noun 	 skin 	 skin tone
carnation 	 noun 	 tone 	 skin tone
distinct 	 adjective 	 discrete 	 discrete
palace 	 noun 	 luxury 	 luxury hotel
palace 	 noun 	 hotel 	 luxury hotel
pyramidal 	 adjective 	 English 	 pyramidal
pistil 	 noun 	 English 	 pistil
pistil 	 noun 	 stamen 	 stamen
brochure 	 noun 	 brocade 	 brocade
brochure 	 noun 	 needlework 	 needlework
brochure 	 noun 	 English 	 brochure, booklet, pamphlet
brochure 	 noun 	 booklet 	 brochure, booklet, pamphlet
brochure 	 noun 	 pamphlet 	 brochure, booklet, pamphlet
tract 	 noun 	 pamphlet 	 flyer, circular, pamphlet
tract 	 noun 	 flyer 	 flyer, circular, pamphlet
tract 	 noun 	 circular 	 flyer, circular, pamphlet
abdo 	 noun 	 ab 	 ab
abdo 	 noun 	 crunch 	 crunch
ba 	 noun 	 English 	 ba
bai 	 adjective 	 bay 	 bay
bal 	 noun 	 dance 	 dance party, ball
bal 	 noun 	 ball 	 dance party, ball
bal 	 noun 	 party 	 dance party, ball
a.m. 	 adverb 	 ante meridiem 	 ante meridiem
pa 	 noun 	 aircraft carrier 	 gloss=aircraft carrier; porte-avions
se 	 noun 	 English 	 nodot=1; SE
ban 	 noun 	 declaration 	 public declaration
ban 	 noun 	 public 	 public declaration
ban 	 noun 	 banns 	 announcement of a marriage; banns
ban 	 noun 	 marriage 	 announcement of a marriage; banns
ban 	 noun 	 announcement 	 announcement of a marriage; banns
ban 	 noun 	 territory 	 territory
ban 	 noun 	 Etymology 4 	 ban nobleman
basin 	 noun 	 bombasine 	 bombasine
bite 	 noun 	 knob 	 knob, cock, dick
bite 	 noun 	 cock 	 knob, cock, dick
bite 	 noun 	 dick 	 knob, cock, dick
ca 	 noun 	 d' 	 conseil d'administration
ca 	 noun 	 conseil 	 conseil d'administration
ca 	 noun 	 administration 	 conseil d'administration
ia 	 noun 	 AI 	 AI
ia 	 noun 	 AI 	 AI
ben 	 interjection 	 well 	 eh bien Well; uh
ben 	 interjection 	 uh 	 eh bien Well; uh
ben 	 noun 	 pants 	 pants
ne 	 noun 	 English 	 nodot=1; NE
nd 	 adjective 	 not 	 gloss=not available non-disponible
nd 	 adjective 	 available 	 gloss=not available non-disponible
va 	 noun 	 dubbed 	 "version anglaise" — English-language version ; a film dubbed in English
va 	 noun 	 anglaise 	 "version anglaise" — English-language version ; a film dubbed in English
va 	 noun 	 language 	 "version anglaise" — English-language version ; a film dubbed in English
va 	 noun 	 English 	 "version anglaise" — English-language version ; a film dubbed in English
va 	 noun 	 version 	 "version anglaise" — English-language version ; a film dubbed in English
va 	 noun 	 film 	 "version anglaise" — English-language version ; a film dubbed in English
positron 	 noun 	 positronEnglish 	 positron
benzol 	 noun 	 English 	 benzol
ver 	 noun 	 worm 	 worm
vers 	 noun 	 verse 	 verse
verre 	 noun 	 glass 	 glass
verre 	 noun 	 fragility 	 symbol of fragility
verre 	 noun 	 transparency 	 symbol of transparency
verre 	 noun 	 glass 	 glass
verre 	 noun 	 lens 	 lens
verre 	 noun 	 glass 	 glass
verre 	 noun 	 content 	 its content
vert 	 noun 	 green 	 green
vert 	 adjective 	 green 	 green
oral 	 noun 	 exam 	 an oral exam, a viva, a viva voce
oral 	 noun 	 viva 	 an oral exam, a viva, a viva voce
oral 	 noun 	 viva voce 	 an oral exam, a viva, a viva voce
look 	 noun 	 style 	 A style; appearance; look
look 	 noun 	 appearance 	 A style; appearance; look
graffiti 	 noun 	 English 	 graffiti
graffiti 	 noun 	 graffito 	 graffito
jargon 	 noun 	 English 	 slangjargon, specialised or unintelligible language
jargon 	 noun 	 English 	 jargoon jargon, a zircon type
slang 	 noun 	 English 	 English slang
us 	 noun 	 traditional 	 mores; traditional practices or manners
us 	 noun 	 manner 	 mores; traditional practices or manners
us 	 noun 	 mores 	 mores; traditional practices or manners
us 	 noun 	 practice 	 mores; traditional practices or manners
twit 	 noun 	 twiten 	 twit
twit 	 noun 	 tweet 	 a tweet
tout de suite 	 adverb 	 right away 	 immediately, right away
tout de suite 	 adverb 	 immediately 	 immediately, right away
tout de suite 	 adverb 	 interruption 	 without interruption
gaffer 	 verb 	 gaffe 	 to make a gaffe; to mess up; botch up
gaffer 	 verb 	 mess up 	 to make a gaffe; to mess up; botch up
gaffer 	 verb 	 botch up 	 to make a gaffe; to mess up; botch up
gaffer 	 verb 	 gaffer tape 	 to gaffer tape
polder 	 noun 	 English 	 polder
bruit 	 noun 	 noiseNoun 	 a noise
bruit 	 noun 	 rumorNoun 	 a rumor or report
bruit 	 noun 	 reportNoun 	 a rumor or report
cadre 	 noun 	 frame 	 frame
cadre 	 noun 	 backbone 	 backbone
cadre 	 noun 	 square 	 box, square
cadre 	 noun 	 box 	 box, square
cadre 	 noun 	 executive 	 executive
cadre 	 noun 	 framework 	 scope, framework
cadre 	 noun 	 scope 	 scope, framework
cadre 	 noun 	 English 	 cadre
cadre 	 noun 	 context 	 context, parameters
cadre 	 noun 	 parameter 	 context, parameters
cadre 	 noun 	 frame 	 frame
talent 	 noun 	 talentEnglish 	 a talent
talent 	 noun 	 knack 	 a talent, a gift, a knack
talent 	 noun 	 talentEnglish 	 a talent, a gift, a knack
talent 	 noun 	 gift 	 a talent, a gift, a knack
handicap 	 noun 	 English 	 handicap
handicap 	 noun 	 disability 	 disability
foot 	 noun 	 association football 	 association football; football, soccer
foot 	 noun 	 football 	 association football; football, soccer
foot 	 noun 	 soccer 	 association football; football, soccer
phrase 	 noun 	 sentence 	 sentence
clause 	 noun 	 English 	 clause
face 	 noun 	 surface 	 surface, side
face 	 noun 	 side 	 surface, side
face 	 noun 	 head 	 head
kawa 	 noun 	 coffee 	 caoua, meaning coffee
kawa 	 noun 	 kava 	 kava
kawa 	 noun 	 kava 	 kava, beverage made from Piper methysticum
mea culpa 	 interjection 	 English 	 mea culpa
matador 	 noun 	 English 	 matador
hadj 	 noun 	 hajj 	 hajj
loose 	 noun 	 shabbiness 	 Great pettiness, shabbiness
loose 	 noun 	 pettiness 	 Great pettiness, shabbiness
trail 	 noun 	 motorcycle 	 Dual-sport motorcycle
trail 	 noun 	 dual-sportEnglish 	 Dual-sport motorcycle
trail 	 noun 	 trailEnglish 	 Trail running
boulevard 	 noun 	 causeway 	 causeway
avenue 	 noun 	 radial 	 a radial avenue
sale 	 adjective 	 dirty 	 dirty
sale 	 adjective 	 despicable 	 vile, despicable
sale 	 adjective 	 vile 	 vile, despicable
zoom 	 noun 	 English 	 zoom
natal 	 adjective 	 nativeEnglish 	 native
natal 	 adjective 	 natale 	 ville natale&amp;nbsp;— home town
pavement 	 noun 	 paving 	 paving
pavement 	 noun 	 tiled 	 tiled floor
pavement 	 noun 	 floor 	 tiled floor
do 	 noun 	 Noun 2 	 do, the note 'C'
chat 	 noun 	 cat 	 cat
chat 	 noun 	 tom 	 cat, tom, tomcat
chat 	 noun 	 cat 	 cat, tom, tomcat
chat 	 noun 	 tomcat 	 cat, tom, tomcat
chat 	 noun 	 tag 	 tag, tig
chat 	 noun 	 tig 	 tag, tig
axe 	 noun 	 axis 	 axis
axe 	 noun 	 axle 	 axle
japonais 	 noun 	 Japanese 	 the Japanese language
japonais 	 noun 	 language 	 the Japanese language
bouton 	 noun 	 button 	 button
bouton 	 noun 	 bud 	 bud
bouton 	 noun 	 spot 	 pimple, spot, zit
bouton 	 noun 	 zit 	 pimple, spot, zit
bouton 	 noun 	 pimple 	 pimple, spot, zit
jaune 	 adjective 	 yellow 	 yellow
jaune 	 noun 	 yellow 	 yellow
jaune 	 noun 	 yolk 	 yolk
dia 	 interjection 	 working animal 	 yah!, cry to make  working animal etc. advance or turn left
dia 	 interjection 	 yah 	 yah!, cry to make  working animal etc. advance or turn left
sana 	 noun 	 sanatorium 	 sanatorium
usage 	 noun 	 use 	 usage, use
hard 	 adjective 	 hardcore 	 hardcore
hard 	 noun 	 hardcore 	 hardcore pornography
hard 	 noun 	 pornography 	 hardcore pornography
hard 	 noun 	 hard rock 	 hard rock
pupitre 	 noun 	 pupil 	 pupil's desk, school desk
pupitre 	 noun 	 desk 	 pupil's desk, school desk
pupitre 	 noun 	 control panel 	 console, control panel
pupitre 	 noun 	 console 	 console, control panel
pupitre 	 noun 	 music stand 	 music stand
ail 	 noun 	 garlic 	 garlic
distance 	 noun 	 English 	 distance
dimension 	 noun 	 Noun 	 dimension
homme de lettres 	 noun 	 English 	 homme de lettres, man of letters
homme de lettres 	 noun 	 man of letters 	 homme de lettres, man of letters
dada 	 noun 	 horse 	 horse
dada 	 noun 	 hobby horse 	 hobby horse
dodo 	 noun 	 sleep 	 Sleep, kip
dodo 	 noun 	 kip 	 Sleep, kip
dodo 	 noun 	 dodoEnglish 	 A dodo bird
train 	 noun 	 English 	 train
train 	 noun 	 pace 	 pace
train 	 noun 	 noise 	 noise
rail 	 noun 	 Noun1 	 rail
pain 	 noun 	 bread 	 bread
pain 	 noun 	 bread 	 piece of bread
pain 	 noun 	 food 	 food
pain 	 noun 	 breadwinner 	 bread-and-butter needs, basic sustenance; breadwinner
pain 	 noun 	 bread-and-butter 	 bread-and-butter needs, basic sustenance; breadwinner
pain 	 noun 	 punch 	 punch
pain 	 noun 	 block 	 a block  with the shape and size of bread
pin 	 noun 	 pine tree 	 pine, pine tree
pin 	 noun 	 pine 	 pine, pine tree
vocal 	 adjective 	 voice 	 vocal, related to the voice
race 	 noun 	 kind 	 kind
race 	 noun 	 breed 	 breed
meringue 	 noun 	 English 	 meringue
science 	 noun 	 English 	 science
jerk 	 noun 	 English 	 jerk
ber 	 noun 	 cradle 	 A cradle that holds a ship before and during its launch
darmstadtium 	 noun 	 English 	 darmstadtium
provenance 	 noun 	 origin 	 provenance, origin
hier 	 adverb 	 yesterday 	 yesterday
hier 	 verb 	 stamp 	 To stamp with a rod
hier 	 verb 	 rod 	 To stamp with a rod
copyright 	 noun 	 English 	 copyright
bore 	 noun 	 boron 	 boron
borne 	 noun 	 bollard 	 bollard such as those used to restrict automobiles off a pedestrian area
borne 	 noun 	 border 	 territorial or geographical border
borne 	 noun 	 milestone 	 milestone such as those alongside a roadway
borne 	 noun 	 kilometre 	 a kilometre
borne 	 noun 	 mark 	 mark
borne 	 noun 	 limit 	 limit of a list or of an interval
borne 	 noun 	 machine 	 machine
bled 	 noun 	 village 	 village
catch 	 noun 	 professional wrestling 	 wrestling; professional wrestling
catch 	 noun 	 wrestling 	 wrestling; professional wrestling
chose 	 noun 	 thing 	 thing
chose 	 noun 	 w:Michel de Montaigne 	 * 1580, Michel de Montaigne, De la cruauté, Essais
came 	 noun 	 cam 	 cam
blonde 	 noun 	 blonde 	 blonde, female with blonde hair
blonde 	 noun 	 beer 	 light beer
blonde 	 noun 	 light 	 light beer
blonde 	 noun 	 girlfriend 	 girlfriend
sentence 	 noun 	 verdict 	 verdict
sentence 	 noun 	 adage 	 maxim, saying, adage
sentence 	 noun 	 saying 	 maxim, saying, adage
sentence 	 noun 	 maxim 	 maxim, saying, adage
go 	 noun 	 English 	 go
go 	 noun 	 girl 	 kweng, girl
go 	 noun 	 kweng 	 kweng, girl
pigeon 	 noun 	 patsy 	 patsy
abattis 	 noun 	 rubble 	 rubble
abattis 	 noun 	 clear 	 An area that has been cleared of trees, but not yet of their stumps
abattis 	 noun 	 tree 	 An area that has been cleared of trees, but not yet of their stumps
abattis 	 noun 	 stump 	 An area that has been cleared of trees, but not yet of their stumps
abattis 	 noun 	 giblet 	 giblets
abattis 	 noun 	 abatis 	 abatis
abattis 	 noun 	 limb 	 limbs
laid 	 adjective 	 ugly 	 physically ugly
laid 	 adjective 	 corrupt 	 morally corrupt
lent 	 adjective 	 slow 	 slow
lie 	 noun 	 dregs 	 lees, dregs
lie 	 noun 	 lees 	 lees, dregs
lit 	 noun 	 bed 	 bed
natter 	 verb 	 plait 	 to plait; to braid
natter 	 verb 	 braid 	 to plait; to braid
mistake 	 noun 	 mistake 	 error, mistake
mistake 	 noun 	 error 	 error, mistake
back 	 adverb 	 back 	 back
bull 	 noun 	 bulldozer 	 bulldozer
bog 	 noun 	 peatland 	 An ombrotrophic peatland
bog 	 noun 	 ombrotrophic 	 An ombrotrophic peatland
machine 	 noun 	 English 	 machine, device fr
machine 	 noun 	 English 	 machine a person who is very efficient
mal 	 noun 	 trouble 	 trouble, difficulty
mal 	 noun 	 difficulty 	 trouble, difficulty
mal 	 noun 	 pain 	 pain
mal 	 noun 	 evil 	 evil
mal 	 adverb 	 badly 	 badly
mal 	 adjective 	 bad 	 bad
pommes frites 	 noun 	 chip 	 french fries; chips
pommes frites 	 noun 	 french fries 	 french fries; chips
canal 	 noun 	 channel 	 channel
explorer 	 verb 	 explore 	 to explore
central 	 adjective 	 English 	 central
substance 	 noun 	 Noun 	 substance
bug 	 noun 	 English 	 bug
ducat 	 noun 	 English 	 ducat
addition 	 noun 	 bill 	 bill UK, check US in a restaurant, etc
addition 	 noun 	 check 	 bill UK, check US in a restaurant, etc
claque 	 noun 	 slapEnglish 	 slap
claque 	 noun 	 slapEnglish 	 slap on the cheek
claque 	 noun 	 cheek 	 slap on the cheek
claque 	 noun 	 overshoe 	 overshoe
claque 	 noun 	 thumping 	 thrashing; thumping
claque 	 noun 	 thrashing 	 thrashing; thumping
claque 	 noun 	 gambling den 	 gambling den
claque 	 noun 	 whorehouse 	 whorehouse, brothel
claque 	 noun 	 brothel 	 whorehouse, brothel
building 	 noun 	 tower 	 tower, skyscraper
building 	 noun 	 skyscraper 	 tower, skyscraper
business 	 noun 	 English 	 business, firm, company
business 	 noun 	 firm 	 business, firm, company
business 	 noun 	 company 	 business, firm, company
business 	 noun 	 English 	 business, affairs
business 	 noun 	 affair 	 business, affairs
attention 	 interjection 	 look out 	 look out! watch out! careful!
attention 	 interjection 	 careful 	 look out! watch out! careful!
