विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
गुजराती 	 adjective 	 Gujarati 	 Gujarati
रयि 	 adjective 	 rich 	 rich
रयि 	 noun 	 treasure 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 house 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 property 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 goods 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 wealth 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 possessions 	 property, goods, possessions, treasure, wealth, house
रयि 	 noun 	 stuff 	 stuff, materials
रयि 	 noun 	 materials 	 stuff, materials
दर्पण 	 noun 	 mirror 	 mirror
घृणा 	 noun 	 hatred 	 hatred
घृणा 	 noun 	 disgust 	 disgust, contempt, aversion
घृणा 	 noun 	 contempt 	 disgust, contempt, aversion
घृणा 	 noun 	 aversion 	 disgust, contempt, aversion
घृणा 	 noun 	 ill-will 	 malice, ill-will
घृणा 	 noun 	 malice 	 malice, ill-will
ग्रह 	 noun 	 planet 	 planet
ताम्र 	 noun 	 copper 	 copper
भाषा 	 noun 	 language 	 speech, language
भाषा 	 noun 	 speech 	 speech, language
भाषा 	 noun 	 Prakrit 	 any Prakrit dialect or a particular group of 5 of them
भाषा 	 noun 	 definition 	 description, definition
भाषा 	 noun 	 description 	 description, definition
भाषा 	 noun 	 accusation 	 accusation, charge, complaint, plaint
भाषा 	 noun 	 complaint 	 accusation, charge, complaint, plaint
भाषा 	 noun 	 plaint 	 accusation, charge, complaint, plaint
भाषा 	 noun 	 charge 	 accusation, charge, complaint, plaint
भाषा 	 noun 	 Saraswati 	 name of Saraswati
बीज 	 noun 	 seed 	 seed
बीज 	 noun 	 semen 	 semen
बीज 	 noun 	 grain 	 grain
बीज 	 noun 	 origin 	 origin
सर्व 	 adjective 	 entire 	 whole, entire, all, every
सर्व 	 adjective 	 whole 	 whole, entire, all, every
सर्व 	 adjective 	 all 	 whole, entire, all, every
सर्व 	 adjective 	 every 	 whole, entire, all, every
सर्व 	 adjective 	 all roads lead to Rome 	 tr=sárvāḥ pánthāḥ romāyām prá náyanti.|All roads lead to Rome
देश 	 noun 	 place 	 point, region, spot, place, part, portion
देश 	 noun 	 spot 	 point, region, spot, place, part, portion
देश 	 noun 	 part 	 point, region, spot, place, part, portion
देश 	 noun 	 point 	 point, region, spot, place, part, portion
देश 	 noun 	 region 	 point, region, spot, place, part, portion
देश 	 noun 	 country 	 province, country, kingdom
देश 	 noun 	 province 	 province, country, kingdom
देश 	 noun 	 kingdom 	 province, country, kingdom
जन 	 adjective 	 generating 	 generating
जन 	 noun 	 human being 	 person, human being, human
जन 	 noun 	 human 	 person, human being, human
जन 	 noun 	 person 	 person, human being, human
जन 	 noun 	 people 	 race, people group
जन 	 noun 	 race 	 race, people group
जन 	 noun 	 group 	 race, people group
जन 	 noun 	 subject 	 people; subjects
जन 	 noun 	 people 	 people; subjects
जन 	 noun 	 common 	 mortal, common person
जन 	 noun 	 mortal 	 mortal, common person
जन 	 noun 	 person 	 mortal, common person
मत्स्य 	 noun 	 fish 	 a fish
मत्स्य 	 noun 	 Vishnu 	 the first of ten avatars of the god Vishnu who appeared in the form of a fish
मत्स्य 	 noun 	 avatar 	 the first of ten avatars of the god Vishnu who appeared in the form of a fish
खादति 	 verb 	 eat 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 devour 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 chew 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 feed 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 bite 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 prey 	 to chew, bite, eat, devour, feed, prey upon
खादति 	 verb 	 hurt 	 to hurt
खादति 	 verb 	 ruin 	 to ruin
तद् 	 pronoun 	 it 	 it
तद् 	 pronoun 	 that 	 that
तद् 	 pronoun 	 this 	 this
तद् 	 adverb 	 thither 	 there, in that place, thither, to that spot
तद् 	 adverb 	 there 	 there, in that place, thither, to that spot
तद् 	 adverb 	 in that case 	 then, at that time, in that case
तद् 	 adverb 	 then 	 then, at that time, in that case
तद् 	 adverb 	 thus 	 thus, in this manner, with regard to that
तद् 	 adverb 	 therefore 	 on that account, for that reason, therefore, consequently
तद् 	 adverb 	 consequently 	 on that account, for that reason, therefore, consequently
तद् 	 adverb 	 now 	 now
तद् 	 adverb 	 equally 	 so also, equally, and
तद् 	 adverb 	 and 	 so also, equally, and
काव्य 	 adjective 	 sage 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 poetical 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 descended 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 poet 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 prophetic 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 coming 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 endowed 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 adjective 	 inspired 	 endowed with the qualities of a sage or poet, descended or coming from a sage, prophetic, inspired, poetical
काव्य 	 noun 	 patronymic 	 a patronymic of उशनस्
काव्य 	 noun 	 Mane 	 a class of Manes
काव्य 	 noun 	 class 	 a class of Manes
काव्य 	 noun 	 female 	 name of a female fiend
काव्य 	 noun 	 fiend 	 name of a female fiend
काव्य 	 noun 	 intelligence 	 wisdom, intelligence, prophetic inspiration, high power and art
काव्य 	 noun 	 wisdom 	 wisdom, intelligence, prophetic inspiration, high power and art
काव्य 	 noun 	 inspiration 	 wisdom, intelligence, prophetic inspiration, high power and art
काव्य 	 noun 	 power 	 wisdom, intelligence, prophetic inspiration, high power and art
काव्य 	 noun 	 art 	 wisdom, intelligence, prophetic inspiration, high power and art
काव्य 	 noun 	 composition 	 poem, poetical composition with a coherent plot by a single author
काव्य 	 noun 	 poem 	 poem, poetical composition with a coherent plot by a single author
काव्य 	 noun 	 tetrastich 	 term for the first tetrastich in the metre tr=ṣaṭ-pada
काव्य 	 noun 	 drama 	 a kind of drama of one act
काव्य 	 noun 	 poem 	 a kind of poem
काव्य 	 noun 	 welfare 	 happiness, welfare
काव्य 	 noun 	 happiness 	 happiness, welfare
अश्व 	 noun 	 stallion 	 horse, stallion
अश्व 	 noun 	 horse 	 horse, stallion
अश्व 	 noun 	 knight 	 knight
अश्व 	 noun 	 seven 	 the number "seven&quot
अश्व 	 noun 	 Sagittarius 	 Sagittarius
आराम 	 noun 	 pleasure 	 sensual pleasure, delight, bliss
आराम 	 noun 	 bliss 	 sensual pleasure, delight, bliss
आराम 	 noun 	 sensual 	 sensual pleasure, delight, bliss
आराम 	 noun 	 delight 	 sensual pleasure, delight, bliss
आराम 	 noun 	 place 	 a place of delight, garden, grove
आराम 	 noun 	 grove 	 a place of delight, garden, grove
आराम 	 noun 	 delight 	 a place of delight, garden, grove
आराम 	 noun 	 garden 	 a place of delight, garden, grove
आराम 	 noun 	 metre 	 name of a particular daṇḍaka- metre
अभाव 	 noun 	 death 	 death
अभाव 	 noun 	 absence 	 not being, non-existence, absence
अभाव 	 noun 	 non-existence 	 not being, non-existence, absence
अभाव 	 noun 	 want 	 want
अभाव 	 noun 	 failure 	 failure
अभाव 	 noun 	 destruction 	 destruction
विदवन 	 noun 	 learned 	 learned person
विदवन 	 noun 	 person 	 learned person
प्रिय 	 adjective 	 dear 	 beloved, dear to
प्रिय 	 adjective 	 beloved 	 beloved, dear to
प्रिय 	 adjective 	 wonted 	 liked, favorite, wonted, own
प्रिय 	 adjective 	 own 	 liked, favorite, wonted, own
प्रिय 	 adjective 	 favorite 	 liked, favorite, wonted, own
प्रिय 	 adjective 	 liked 	 liked, favorite, wonted, own
प्रिय 	 adjective 	 fond 	 fond of, attached to
प्राण 	 noun 	 breath 	 breath, respiration, the breath of life, vitality, life, vital air '
प्राण 	 noun 	 life 	 breath, respiration, the breath of life, vitality, life, vital air '
प्राण 	 noun 	 vitality 	 breath, respiration, the breath of life, vitality, life, vital air '
प्राण 	 noun 	 respiration 	 breath, respiration, the breath of life, vitality, life, vital air '
प्राण 	 noun 	 wind 	 wind, inhaled air
प्राण 	 noun 	 energy 	 energy, vigor, strength, power
प्राण 	 noun 	 vigor 	 energy, vigor, strength, power
प्राण 	 noun 	 strength 	 energy, vigor, strength, power
प्राण 	 noun 	 power 	 energy, vigor, strength, power
प्राण 	 noun 	 soul 	 the spirit or soul
प्राण 	 noun 	 spirit 	 the spirit or soul
नित्य 	 adjective 	 eternal 	 eternal
नित्य 	 adjective 	 everlasting 	 everlasting, continual
नित्य 	 adjective 	 continual 	 everlasting, continual
नित्य 	 adjective 	 dwelling 	 constantly dwelling or engaged in
नित्य 	 adjective 	 engaged 	 constantly dwelling or engaged in
नित्य 	 adjective 	 constantly 	 constantly dwelling or engaged in
नित्य 	 adverb 	 always 	 constantly, always
नित्य 	 adverb 	 constantly 	 constantly, always
नित्य 	 adjective 	 own 	 one's own
नित्य 	 adjective 	 innate 	 innate, native
नित्य 	 adjective 	 native 	 innate, native
आढ्य 	 adjective 	 rich 	 wealthy, opulent, rich
आढ्य 	 adjective 	 wealthy 	 wealthy, opulent, rich
आढ्य 	 adjective 	 opulent 	 wealthy, opulent, rich
आढ्य 	 adjective 	 rich 	 rich or abounding in; richly endowed or filled with
आढ्य 	 adjective 	 abounding 	 rich or abounding in; richly endowed or filled with
आदि 	 noun 	 beginning 	 beginning
आदि 	 noun 	 commencement 	 commencement
अहिंसा 	 noun 	 nonviolence 	 nonviolence
अहिंसा 	 noun 	 harmlessness 	 harmlessness
अहिंसा 	 noun 	 security 	 security, safety
अहिंसा 	 noun 	 safety 	 security, safety
अमृत 	 adjective 	 undying 	 immortal, undying
अमृत 	 adjective 	 immortal 	 immortal, undying
अमृत 	 adjective 	 deathless 	 imperishable, deathless
अमृत 	 adjective 	 imperishable 	 imperishable, deathless
अमृत 	 adjective 	 dead 	 not dead
अमृत 	 adjective 	 not 	 not dead
अमृत 	 noun 	 god 	 immortal, god
अमृत 	 noun 	 immortal 	 immortal, god
अमृत 	 noun 	 nectar 	 nectar
अमृत 	 noun 	 ambrosia 	 ambrosia
अमृत 	 noun 	 immortality 	 immortality
अमृत 	 noun 	 Shiva 	 A name of Shiva
अमृत 	 noun 	 Vishnu 	 A name of Vishnu
ज्ञान 	 noun 	 knowledge 	 knowing, becoming acquainted with, knowledge,  the higher knowledge
ज्ञान 	 noun 	 knowing 	 knowing, becoming acquainted with, knowledge,  the higher knowledge
ज्ञान 	 noun 	 conscience 	 conscience
ज्ञान 	 noun 	 shakti 	 name of a shakti
हर्ष 	 noun 	 pleasure 	 joy, pleasure, happiness
हर्ष 	 noun 	 joy 	 joy, pleasure, happiness
हर्ष 	 noun 	 happiness 	 joy, pleasure, happiness
हर्ष 	 noun 	 erection 	 bristling, erection especially of the hair in a thrill of rapture or delight
हर्ष 	 noun 	 bristling 	 bristling, erection especially of the hair in a thrill of rapture or delight
हर्ष 	 noun 	 erection 	 erection of the sexual organ, sexual excitement, lustfulness
हर्ष 	 noun 	 lustfulness 	 erection of the sexual organ, sexual excitement, lustfulness
हर्ष 	 noun 	 organ 	 erection of the sexual organ, sexual excitement, lustfulness
हर्ष 	 noun 	 sexual 	 erection of the sexual organ, sexual excitement, lustfulness
हर्ष 	 noun 	 excitement 	 erection of the sexual organ, sexual excitement, lustfulness
हर्ष 	 noun 	 ardent 	 ardent desire
हर्ष 	 noun 	 desire 	 ardent desire
द्वार 	 noun 	 entrance 	 door, gate, passage, entrance
द्वार 	 noun 	 gate 	 door, gate, passage, entrance
द्वार 	 noun 	 door 	 door, gate, passage, entrance
द्वार 	 noun 	 passage 	 door, gate, passage, entrance
द्वार 	 noun 	 aperture 	 opening, aperture
द्वार 	 noun 	 opening 	 opening, aperture
द्वार 	 noun 	 medium 	 a way, means, medium
द्वार 	 noun 	 way 	 a way, means, medium
द्वार 	 noun 	 means 	 a way, means, medium
द्वार 	 noun 	 Gandharva 	 name of a Gandharva
दया 	 noun 	 sympathy 	 sympathy
दया 	 noun 	 compassion 	 compassion
दया 	 noun 	 pity 	 pity
दया 	 noun 	 mercy 	 mercy
देह 	 noun 	 body 	 body
देह 	 noun 	 shape 	 form, figure, shape
देह 	 noun 	 form 	 form, figure, shape
देह 	 noun 	 figure 	 form, figure, shape
देह 	 noun 	 bulk 	 mass, bulk
देह 	 noun 	 mass 	 mass, bulk
ब्राह्मि 	 adjective 	 divine 	 holy, divine
ब्राह्मि 	 adjective 	 holy 	 holy, divine
बुद्धि 	 noun 	 intelligence 	 intelligence, the power of forming and retaining conceptions and general notions
बुद्धि 	 noun 	 reason 	 reason
बुद्धि 	 noun 	 intellect 	 intellect
बुद्धि 	 noun 	 mind 	 mind
